hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y,y_norm
700,233,28.0,350,28.0,525,28.0,1.0,21000,1209.026172,0.9293805783
600,300,2.88,150,9.79,150,4.82,0.0,1200,3208.016423,2.3591676117
150,300,1.11,300,12.95,150,3.16,0.75,11400,166.257493,3.4499610138
400,267,1.48,200,12.32,200,12.32,0.75,7200,189.066759,1.1800388689
500,143,9.0,375,17.57,500,32.63,-1.0,3000,26609.08221,1.7729303012
1000,667,3.33,1000,32.11,250,10.79,-0.75,6000,12249.83199,0.5603990771
800,800,3.35,600,48.0,600,48.0,-0.75,17600,22694.13746,2.8507826703
600,400,2.51,300,12.95,450,12.79,0.75,12000,367.3206745,0.7444882984
400,267,3.43,400,30.53,100,3.58,0.0,15200,1695.71327,9.6856252614
800,800,3.84,200,12.32,600,19.26,-0.75,20800,449.7017891,1.0709456927
333,500,3.4,125,7.7,500,21.58,-0.5,9000,786.1130219,1.5194104495
400,100,7.2,100,7.2,100,7.2,0.75,16000,7.975618057,1.1708546022
800,229,5.43,200,5.43,800,31.58,-0.75,25600,1603.627729,2.8685840806
280,700,2.33,350,17.68,350,21.55,-0.5,22400,736.3733752,2.3108471676
700,233,12.6,175,12.6,525,34.26,0.25,23800,982.4750503,2.2947106961
267,800,14.4,600,17.05,200,14.4,0.75,16000,1440.470469,2.5776555394
900,257,16.2,900,68.68,900,68.68,-1.0,18000,89681.80255,2.6959061483
175,700,6.0,175,10.13,700,40.53,-0.5,22400,5447.296444,6.704393975
400,160,3.43,300,18.47,300,18.47,-0.5,12800,994.0303881,2.7745066848
75,300,12.0,225,13.86,150,12.0,-1.0,12000,215.5989346,2.6230922696
900,257,5.06,225,8.05,675,16.7,1.0,5400,791.4105378,0.1965675981
700,350,28.0,350,28.0,350,28.0,0.25,5600,7799.442945,1.6177733456
1000,333,5.62,1000,24.74,250,13.55,-0.5,12000,17634.81085,4.2252624672
400,800,6.86,400,20.21,400,29.05,0.0,8000,4699.667497,1.504358385
400,133,4.65,300,24.0,100,4.65,1.0,4000,1826.532569,4.1030733862
700,467,12.6,525,42.0,175,12.6,-0.5,8400,11727.6996,5.0575755864
800,200,5.43,400,26.11,400,26.11,-0.25,16000,2804.983098,2.570288065
700,280,2.93,350,13.82,350,13.82,0.75,16800,310.9811262,1.1844780925
300,150,2.04,225,13.03,225,13.03,-0.5,11400,304.915118,2.732128105
250,1000,18.0,500,27.11,750,43.42,1.0,40000,1969.836797,1.0926961337
900,225,3.34,675,49.03,225,15.51,1.0,36000,2632.962837,3.225755511
600,200,3.38,600,48.0,600,30.32,-1.0,13200,18044.00155,2.6945384096
900,360,4.32,675,34.11,675,34.11,0.0,5400,84426.66296,1.948688422
500,500,1.67,375,17.57,250,16.32,-0.5,14000,1317.065924,3.6843003045
800,800,5.43,200,11.58,600,25.89,1.0,6400,846.3347318,0.1963920785
800,229,9.29,600,43.58,200,16.0,-0.75,14400,10809.02264,6.8003795506
800,400,9.29,600,32.53,600,32.53,-0.25,11200,18737.64666,2.4468458531
200,800,3.35,600,19.26,600,23.68,0.0,14400,3954.372821,1.5531786925
700,280,12.6,700,45.68,700,14.74,-0.5,14000,27533.97777,4.2645418424
900,360,3.77,900,9.0,900,9.0,0.25,12600,7363.894839,1.5948762296
200,800,3.84,800,55.16,200,16.0,1.0,14400,14195.37335,4.006352528
400,160,3.43,400,26.11,400,26.11,0.75,12800,1512.993042,1.1990632392
200,500,20.0,125,20.0,125,20.0,0.75,18000,84.51802184,1.110062314
1000,500,3.71,1000,46.84,250,13.55,-0.5,22000,25380.47808,8.4804631498
400,267,7.2,300,7.2,100,7.2,-1.0,8000,97.21323019,1.3584171786
900,450,3.34,450,12.79,450,17.76,0.5,3600,14008.30871,1.0835525961
400,133,7.2,200,10.84,200,16.0,0.25,3200,874.8399809,1.4600284062
700,200,3.36,700,14.74,700,14.74,-0.5,16800,5246.118175,3.1301262096
200,800,9.29,800,58.11,600,43.58,0.5,25600,11815.70109,1.6669771875
400,1000,40.0,1000,61.58,250,40.0,0.25,16000,44958.29666,3.8906481405
225,900,6.11,900,42.16,675,24.16,0.25,36000,6172.945382,2.1572951052
143,500,20.0,500,20.0,125,20.0,-1.0,18000,849.9795597,2.211374309
300,200,2.04,300,20.68,300,20.68,1.0,6600,1010.600022,1.0280276484
800,267,32.0,800,61.05,200,32.0,0.5,16000,22056.7176,4.0354948078
500,250,20.0,375,20.33,375,20.33,-0.5,8000,4743.524427,2.8439661586
700,233,28.0,700,28.0,175,28.0,1.0,12600,5127.157674,2.1434977015
800,200,9.29,400,9.29,400,9.29,0.5,20800,266.4645407,1.591682419
800,400,3.84,200,16.0,600,23.68,-0.75,14400,983.879651,1.1155054564
200,800,3.84,600,25.89,400,21.68,1.0,6400,10574.54729,1.4666691202
500,500,4.29,250,5.26,125,4.29,-1.0,19000,28.54055236,2.5719958554
500,125,9.0,250,9.0,250,9.0,-0.5,6000,820.2794702,3.1266157662
900,360,3.0,675,39.08,675,39.08,-0.5,12600,33877.64835,2.9562710427
900,450,5.06,675,26.64,900,52.11,-0.75,32400,11372.14939,2.4795927552
200,400,7.2,200,14.53,400,7.2,0.25,6400,382.9562576,0.8431997036
267,400,7.2,300,8.53,100,7.2,0.0,11200,204.2937766,4.1934291524
333,500,9.0,125,9.08,500,27.11,-0.75,11000,1454.068752,2.7272728394
300,75,1.26,300,16.26,300,16.26,0.5,6600,865.2783509,1.4425287211
900,300,3.0,225,3.91,675,29.13,-0.75,14400,1226.780333,1.3174062366
233,700,28.0,175,28.0,525,40.07,0.5,5600,4852.135119,0.8482920131
900,900,3.34,225,13.03,450,14.45,0.0,21600,197.2527865,0.8792800625
225,900,7.71,675,7.71,450,16.11,-0.25,25200,762.2778354,1.8148508926
600,900,3.0,900,42.16,225,6.39,-0.75,18000,6270.605713,2.7688839839
600,400,24.0,450,24.0,150,24.0,0.25,15600,1992.493653,2.9899025925
150,300,1.11,225,11.37,75,1.11,0.75,9000,90.47575333,5.3992597537
500,500,4.29,375,17.57,125,4.47,-0.5,10000,770.1531559,4.1618530085
600,300,2.51,450,12.79,450,12.79,1.0,24000,270.9321365,1.0953345924
500,143,5.81,500,40.0,500,32.63,1.0,6000,11758.31987,1.0979733959
171,600,10.8,300,12.95,300,22.89,0.25,10800,689.8149727,1.4274346359
900,600,3.77,900,15.63,900,15.63,-0.5,36000,3871.296016,2.7997814978
500,250,5.81,500,21.58,125,7.24,0.25,16000,1378.588251,6.5856586561
900,450,4.32,900,38.84,900,38.84,-0.75,27000,23751.16531,3.0639043882
1000,500,6.79,250,17.24,1000,39.47,0.75,8000,4530.78172,0.2926542841
400,114,1.67,100,6.16,400,17.26,0.0,4000,391.4515959,0.6479979635
900,900,6.11,900,68.68,900,32.21,0.5,21600,32633.46681,1.7924102142
400,400,3.43,200,3.47,200,16.0,1.0,6400,104.3734339,0.6631167017
400,800,9.29,800,9.29,200,10.84,-0.5,30400,590.7843339,2.9670457292
250,500,3.4,250,16.32,500,32.63,0.5,9000,1869.868157,1.1214836641
280,700,3.94,525,24.59,525,16.86,1.0,18200,1391.867979,1.1719592206
200,800,4.5,800,52.21,800,37.47,0.25,28800,11015.36941,1.6855260801
400,800,3.84,800,28.63,400,9.89,-0.75,30400,2731.435358,3.5682933133
150,600,10.8,600,17.05,150,10.8,-1.0,21600,454.0689336,2.0788626978
800,533,32.0,800,34.53,600,32.0,-0.5,28800,11650.90433,3.3265219307
200,800,6.86,600,21.47,400,6.86,0.75,6400,8162.491144,2.0448707454
400,267,1.92,200,10.11,100,3.21,0.25,7200,157.6025992,4.9638871188
500,200,5.81,500,40.0,500,23.42,-0.5,13000,10363.58641,3.4318042122
800,800,3.84,200,3.84,600,39.16,-0.75,16000,2104.170504,2.1368902917
133,400,1.92,200,9.37,300,24.0,-0.5,6400,1080.940302,2.2579047248
500,167,2.4,125,6.78,125,6.78,-0.25,11000,28.46994366,2.562587866
667,1000,6.79,1000,17.37,1000,21.05,0.5,28000,4861.687404,1.2047468841
400,200,2.72,400,4.0,400,4.0,1.0,12800,85.99460959,0.9889472468
1000,400,4.8,1000,28.42,1000,10.0,0.25,18000,18619.00723,2.3640937444
800,800,3.35,800,49.26,800,49.26,-1.0,30400,21823.89007,2.7543719657
500,500,1.86,500,32.63,250,12.63,0.0,11000,6510.619593,5.2100426913
300,300,2.04,225,9.71,75,2.68,1.0,6600,133.6328744,4.2951438156
500,500,1.67,375,28.62,250,18.16,-0.75,11000,2685.951259,3.2019978739
500,500,1.86,375,7.89,500,19.74,0.25,17000,497.6234992,1.0841909053
167,500,2.4,500,6.84,500,30.79,0.75,14000,1250.58484,1.1137002292
300,600,5.14,150,8.13,450,11.13,-0.25,1200,3508.208508,0.2441401399
1000,400,11.61,500,16.05,1000,11.61,-0.25,28000,1392.572038,1.2750830909
600,240,4.08,450,21.08,450,21.08,-0.75,18000,2521.372414,3.1068632786
400,200,4.65,200,16.0,200,11.58,-0.75,7200,614.695084,3.3337736395
250,500,1.86,125,5.86,500,6.84,-0.25,17000,45.5035213,0.8372615393
600,400,2.88,150,6.47,300,21.79,0.5,14400,168.0096874,1.4358126785
600,240,4.08,150,10.34,150,10.34,-0.5,15600,68.65511603,2.8481108095
900,360,3.34,225,13.86,675,26.64,1.0,9000,1010.265529,0.3550805192
250,500,2.81,125,4.01,250,14.47,-0.5,15000,92.81866181,2.8365456539
800,800,6.86,600,28.11,200,7.89,0.25,8000,17679.88745,6.5539398435
600,400,2.51,600,14.84,600,36.95,-1.0,9600,15701.03884,2.4268505867
700,700,12.6,350,12.6,525,18.79,-0.75,19600,1105.010853,1.9199702093
900,600,7.71,225,8.05,900,72.0,0.75,23400,9418.286401,2.7672421277
450,900,36.0,225,36.0,675,36.59,0.0,1800,38446.24187,0.2990626205
800,229,2.97,200,2.97,600,6.0,0.25,17600,36.84308193,0.4216074861
300,75,1.11,225,13.86,75,4.34,0.25,11400,130.084973,5.574966423
360,900,3.0,675,24.16,225,14.68,-0.25,14400,5614.061337,4.6976951296
333,500,2.4,500,6.84,250,14.47,-0.25,17000,503.5110153,2.6233619072
800,400,14.4,200,14.4,200,14.4,-1.0,9600,611.3926259,2.6519651749
1000,333,3.71,1000,17.37,1000,17.37,1.0,14000,10286.9399,0.9463404475
800,229,2.97,600,17.05,600,17.05,-0.75,32000,1875.669875,3.3946552706
400,100,16.0,100,16.0,400,16.0,-0.5,16000,337.6070071,1.933443238
500,500,1.67,500,40.0,375,28.62,1.0,16000,3073.885239,1.4354537558
800,400,6.86,200,15.26,400,23.16,1.0,22400,216.9743303,0.9354766577
600,200,2.23,150,2.61,450,4.5,0.0,19200,11.66712469,0.579588529
900,450,6.11,900,62.05,225,15.51,-0.75,36000,18541.34138,9.8227610435
360,900,3.0,900,15.63,450,19.42,0.75,28800,1714.709375,1.7482544198
500,333,1.86,375,13.42,375,13.42,0.25,4000,5302.283462,1.5622898205
800,267,2.97,800,46.32,800,46.32,1.0,9600,32153.30895,1.0011541204
225,900,6.11,450,16.11,675,19.18,-1.0,12600,4760.77593,2.1137214249
400,200,2.72,200,16.0,200,16.0,0.75,4000,646.2020834,1.1651294376
150,300,12.0,300,12.0,300,12.0,0.0,1800,6165.33544,1.4487861341
900,300,3.34,225,16.34,225,16.34,-0.25,25200,189.3283861,2.4088963506
600,300,10.8,600,34.74,600,21.47,-0.25,22800,5408.940346,2.7653598753
500,167,2.81,375,6.51,375,6.51,-0.5,12000,479.6922908,3.0758871289
700,175,8.13,525,26.53,525,32.33,-1.0,25200,3823.973465,2.7528222157
400,133,1.48,400,15.79,400,24.63,0.75,11200,1061.761942,1.135104521
267,800,9.29,800,52.21,200,9.29,-0.25,4800,70606.38524,4.0180513033
400,100,2.25,100,8.0,300,3.0,-1.0,15200,18.45094874,1.3309311641
320,800,4.5,200,4.95,400,17.26,0.25,14400,204.9502621,1.147336604
267,800,32.0,800,58.11,800,43.37,-0.25,6400,143332.8531,1.9476133922
100,400,3.43,100,5.05,300,6.32,0.25,16000,19.95479948,1.4153348184
600,200,10.8,300,14.05,600,48.0,0.5,24000,2522.676505,2.175491526
800,320,14.4,200,14.4,400,27.58,-0.5,17600,776.418348,1.9675660731
1000,333,4.8,1000,68.95,500,14.21,0.75,40000,12296.18838,3.4852727771
500,500,2.09,375,25.86,375,25.86,-0.5,5000,14073.96903,2.533549018
225,900,3.0,225,15.51,675,26.64,1.0,18000,707.5244105,0.7862093532
600,200,24.0,600,24.0,450,24.0,-0.5,19200,5349.38568,3.5590574891
1000,1000,6.79,750,15.79,250,17.24,-0.75,8000,5961.288081,1.0299446687
400,267,16.0,200,16.0,200,16.0,-0.5,15200,327.005832,2.5094608487
125,500,4.29,125,4.29,375,6.51,-0.25,9000,72.50840714,1.109167582
800,320,32.0,200,32.0,200,32.0,0.75,24000,426.1858855,1.136173892
1000,250,3.33,750,32.37,750,32.37,-0.5,32000,8690.01993,2.9900865851
800,800,2.67,600,28.11,600,28.11,0.75,22400,2815.372218,1.157662765
500,1000,5.62,250,10.79,750,37.89,0.25,28000,1928.826223,2.1820595647
600,240,2.88,150,4.26,450,11.13,-0.75,4800,334.046798,0.4886865962
700,200,2.33,350,16.39,350,16.39,-1.0,21000,709.9731014,2.8740598794
700,200,8.13,175,10.78,175,10.78,0.0,5600,388.4713561,2.1323800742
125,500,20.0,500,20.0,125,20.0,-1.0,5000,1791.091754,0.9301789426
900,225,3.0,225,4.74,225,4.74,0.5,14400,43.68889126,1.5416224365
800,267,5.43,200,14.53,200,15.26,-1.0,25600,148.0011009,2.9011928617
400,200,7.2,100,8.0,100,8.0,-0.75,8000,51.48053655,2.9857174617
400,400,2.72,400,29.05,300,15.16,0.75,12800,1453.611897,1.9249160484
800,229,32.0,200,32.0,600,32.0,1.0,3200,6538.322403,0.3117060383
267,800,5.43,600,39.16,800,64.0,0.0,9600,38011.06222,1.4318464092
700,350,12.6,175,12.6,175,12.6,0.25,9800,207.4165206,1.6411120503
333,1000,5.62,250,5.62,750,24.08,0.75,10000,930.6879998,0.40235605
800,200,2.67,800,46.32,600,30.32,-0.25,20800,21000.10783,3.8658267636
900,225,3.77,675,46.54,675,46.54,-0.25,10800,46746.02586,2.631315214
600,400,6.97,450,19.42,450,19.42,0.5,18000,1038.853944,1.3676026782
160,400,7.2,300,7.42,100,7.2,-0.75,5600,194.7838332,1.6994976349
350,700,2.93,350,11.24,525,12.99,-1.0,23800,505.7638193,2.1892387588
250,500,20.0,500,20.0,500,20.0,0.25,15000,1995.059534,1.5182917679
600,150,6.97,450,34.34,450,34.34,-0.75,6000,25079.96558,3.0842307843
900,257,10.45,675,51.51,225,18.0,0.75,18000,8220.066964,3.9019445016
114,400,4.65,300,21.79,400,30.53,0.0,10400,2145.038867,1.8009599456
160,400,2.72,300,22.89,400,24.63,-0.5,15200,1485.222329,2.2819175978
171,600,2.0,300,19.58,150,9.79,1.0,12000,347.083324,2.3780238381
160,400,2.72,400,26.11,100,5.42,0.75,12800,901.5805359,5.0075378096
900,900,16.2,675,46.54,675,46.54,0.25,25200,10231.37512,1.5785859374
1000,1000,40.0,750,40.0,750,40.66,-0.25,6000,185968.8196,2.0857308821
467,700,2.93,700,27.63,350,24.13,-1.0,23800,2598.531375,2.0724078023
400,133,4.65,200,8.63,300,14.05,1.0,12800,97.84508781,0.9708325393
700,233,2.93,525,28.46,700,45.68,0.75,12600,7148.306942,0.9932128884
125,500,20.0,125,20.0,500,20.0,-0.75,7000,2959.785953,2.5019901837
533,800,32.0,800,52.21,800,46.32,-0.75,14400,59787.57838,2.7734587865
800,229,6.86,200,10.11,200,10.11,-0.25,3200,1890.608723,2.5376568813
500,200,5.81,125,5.81,125,5.81,0.5,2000,240.0681829,1.3091492578
700,700,3.36,700,53.42,175,7.55,0.75,11200,21812.65689,6.5471949181
700,700,12.6,525,36.2,525,12.6,0.25,12600,7445.927717,2.2309283653
900,225,5.06,675,19.18,675,49.03,1.0,34200,2563.988157,1.1244799536
600,200,2.23,450,16.11,450,16.11,-1.0,10800,2827.256433,2.5285503055
200,300,2.57,300,20.68,75,2.68,0.0,6600,1154.172604,9.1387985985
200,800,9.29,600,39.16,400,9.89,0.25,28800,2564.491292,3.2515574476
500,200,1.86,125,4.93,125,4.93,-0.25,19000,8.24066379,2.5388775492
500,500,9.0,250,9.0,125,9.0,0.5,17000,86.43736748,2.1891003181
400,100,4.65,100,6.89,200,14.53,0.75,16000,35.84368048,1.5372758321
400,200,4.65,200,7.16,400,9.89,0.0,2400,1323.133461,0.61142794
800,800,5.43,800,61.05,400,21.68,-0.75,25600,16226.66981,4.2931289577
1000,333,18.0,750,24.08,1000,35.79,1.0,26000,4422.306842,0.8567255609
600,600,2.51,150,10.89,450,16.11,0.0,2400,1624.546998,0.2400053748
1000,286,8.57,750,35.13,1000,57.89,-0.25,32000,15694.24291,1.9992876047
900,257,5.06,225,9.71,225,13.03,-0.5,14400,267.3368812,2.9428933448
200,800,6.86,600,6.86,400,30.53,-0.25,11200,2755.289701,1.3904479048
1000,1000,4.8,250,18.16,500,10.53,-1.0,26000,433.8518168,1.73929422
600,900,3.0,225,13.86,675,54.0,-1.0,32400,5011.802782,4.82340047
133,400,1.92,200,4.95,100,5.79,-0.75,1600,624.5258875,1.85251212
800,320,5.43,400,24.63,200,13.79,-0.75,25600,961.7537926,4.9836314745
900,360,10.45,450,36.0,675,51.51,-0.75,30600,6869.273067,2.4306336833
1000,400,8.57,750,13.03,500,32.63,0.0,22000,4045.762809,2.1085278171
900,300,6.11,675,36.59,225,13.86,-1.0,25200,3605.021163,4.5434364561
400,100,1.33,400,17.26,400,17.26,1.0,7200,1364.0251,1.0276341347
600,400,24.0,600,24.0,450,24.0,0.5,7200,12711.51938,1.7916062894
86,300,1.26,225,17.17,75,3.79,-0.75,6600,258.3507872,4.4838781756
200,300,1.0,225,10.54,300,7.42,0.0,4200,638.6396561,1.4224481538
300,200,1.11,300,4.11,300,18.47,1.0,4800,409.7521944,0.6038519449
800,229,14.4,400,14.4,600,14.4,0.5,4800,5765.456018,0.7826298075
400,400,7.2,100,7.2,400,32.0,-0.5,2400,2622.099915,0.6412230783
400,400,1.33,300,6.32,300,19.58,1.0,11200,219.808102,0.8164852812
350,700,8.13,525,9.12,175,8.13,0.75,16800,448.3064589,2.9219065444
600,400,3.38,600,21.47,450,14.45,1.0,8400,5784.256584,1.609927672
1000,400,6.79,750,37.89,250,9.87,0.75,22000,5415.865015,4.6274755875
300,75,1.69,150,5.92,150,5.92,0.5,5400,44.77416822,1.477269112
286,1000,3.33,500,8.68,500,34.47,-0.5,36000,1325.741531,2.6666541333
300,200,1.69,225,13.86,150,9.79,-0.5,6600,546.9865223,4.2558331597
500,200,4.29,375,30.0,375,13.42,0.0,10000,3202.846638,2.7722734203
400,267,2.72,300,12.95,300,12.95,0.0,10400,536.570067,1.9477108802
900,900,5.06,675,14.21,225,5.57,-1.0,30600,304.8173844,1.7131315766
800,800,2.67,400,8.42,200,13.05,0.0,19200,406.690767,3.0689433346
600,600,5.14,450,6.16,300,20.68,-1.0,20400,668.8194119,2.6866423771
1000,500,8.57,250,19.08,750,15.79,-1.0,14000,1499.514044,0.9021823259
700,280,12.6,700,25.05,700,25.05,-0.75,14000,15362.53378,3.1057096149
267,400,16.0,200,16.0,300,16.0,-0.25,1600,6992.995988,1.1343109575
200,600,2.88,450,11.13,150,5.37,0.25,21600,223.9260018,4.3475736763
700,280,2.6,525,22.66,525,11.05,0.0,15400,3072.372793,2.7118351267
400,200,1.92,300,19.58,100,1.92,0.5,16000,267.2700252,6.2334879887
267,400,16.0,300,19.58,300,17.37,0.5,2400,7399.864374,1.3095389628
280,700,2.93,350,13.82,700,40.53,0.25,26600,2595.115106,2.2731311885
700,200,2.93,175,9.49,700,48.26,1.0,16800,3134.822788,2.15473526
500,500,5.81,375,16.18,375,14.8,0.5,10000,1208.671271,1.4009618248
700,280,2.93,700,50.84,700,50.84,-1.0,19600,26175.05387,2.7254105809
600,600,5.14,600,41.37,450,36.0,0.0,4800,76559.99384,2.6258361041
400,800,3.84,600,10.42,200,7.16,0.0,8000,4511.752433,4.7529389559
467,700,4.75,700,43.11,350,16.39,0.25,21000,7481.216142,3.9958738556
600,150,2.0,150,2.05,150,2.05,-0.25,10800,12.48874636,2.9424771888
900,360,3.0,225,18.0,900,55.42,-0.5,28800,6417.531368,2.9466915413
257,900,7.71,225,8.05,450,34.34,0.0,36000,705.7338723,3.4307665166
257,900,36.0,225,36.0,675,36.0,0.5,28800,2265.36358,1.3590905835
114,400,2.25,300,14.05,200,12.32,-0.25,9600,473.4722904,2.5649704435
150,600,24.0,150,24.0,150,24.0,-0.25,7200,722.1632307,1.8272321304
300,300,1.11,75,4.34,225,3.08,-1.0,9600,7.562444464,0.9010818742
86,300,1.44,75,2.68,300,8.53,0.25,11400,43.76675469,2.6707201866
500,500,4.29,375,6.51,375,6.51,-0.75,11000,744.9048606,2.854610165
900,900,3.0,900,28.89,225,5.57,-0.75,28800,2045.537849,2.7877171285
400,400,7.2,200,14.53,200,14.53,-0.75,15200,246.2693506,2.8260689997
300,300,1.69,75,5.17,75,5.17,0.75,8400,3.600176966,1.2109489793
700,350,4.75,700,50.84,700,50.84,-0.5,22400,22382.85068,2.6968359718
300,86,1.0,150,8.13,150,8.13,0.75,11400,23.31433937,1.2273319233
800,320,2.97,200,4.21,600,43.58,-0.5,20800,2399.941299,3.4857104587
500,167,1.86,250,3.42,250,3.42,0.5,11000,36.90724836,1.3466836852
600,200,5.14,300,10.74,300,10.74,0.25,18000,185.4746116,1.8023741005
800,200,2.97,200,3.47,600,8.21,0.25,3200,609.2403602,0.1905024079
900,900,36.0,675,36.0,675,36.0,0.0,9000,45787.31603,1.8318252689
1000,1000,8.57,750,43.42,750,43.42,-0.5,26000,19060.83926,2.5942637961
300,86,3.48,150,6.47,150,9.79,-0.25,1800,680.408943,2.1557159384
500,200,2.4,125,4.47,125,4.47,-0.25,7000,33.97964876,2.656371832
700,200,3.94,175,3.94,175,4.33,0.75,19600,9.439338809,1.3534114412
300,150,5.4,75,5.4,75,5.4,1.0,6000,6.685717592,1.0334907067
800,800,3.35,200,7.16,800,19.79,-0.5,20800,507.8322552,0.8156198662
800,800,3.84,400,30.53,400,20.21,-0.5,16000,3750.765822,2.9998792282
500,333,9.0,375,17.57,375,17.57,0.5,13000,852.536491,1.3676406916
500,250,9.0,250,18.16,250,18.16,-0.5,16000,529.4498139,2.6958622305
240,600,2.51,150,2.51,600,17.05,-0.75,12000,783.3106179,2.555401738
400,160,4.65,100,6.89,100,6.89,-1.0,5600,49.09159097,2.7940760504
400,160,7.2,400,23.16,400,23.16,0.75,16000,939.3507258,1.1950957638
225,900,3.0,225,3.0,900,12.32,0.25,10800,485.4008572,0.4130286387
114,400,3.43,400,24.63,100,3.95,-0.75,10400,1038.452339,5.4179606148
1000,400,6.79,500,30.79,500,30.79,-0.5,22000,5099.276028,2.8905745359
300,120,1.44,75,5.45,300,4.11,1.0,10200,6.371594908,0.4096557579
1000,333,5.62,500,36.32,500,36.32,-0.25,38000,2817.305262,2.3057217682
500,500,2.81,250,9.87,250,8.03,0.0,6000,723.3760646,2.0083246049
600,150,2.23,600,8.21,450,16.11,0.0,21600,777.3210516,2.1631767645
800,267,14.4,200,14.4,400,29.05,-0.25,28800,528.6693541,2.2532206342
300,200,5.4,150,5.92,150,5.92,-0.25,10200,37.5326393,2.3516499873
1000,1000,6.79,250,15.39,250,15.39,-0.5,18000,465.6104406,2.6277778063
1000,500,3.71,1000,10.0,500,23.42,-0.5,40000,2918.784185,3.6908237115
800,320,32.0,800,32.0,800,32.0,0.5,22400,8001.244785,1.3942131493
600,240,6.97,600,36.95,150,10.89,0.75,8400,9352.826763,4.9600071989
700,175,2.33,350,7.37,350,7.37,-0.25,7000,1338.57327,2.6126546571
300,150,2.57,150,9.79,150,9.79,0.0,10800,57.25845221,1.9535178816
800,267,32.0,400,32.0,800,55.16,0.5,20800,7364.71185,1.3864114347
533,800,2.97,200,3.47,600,23.68,-0.5,20800,648.0151931,2.1287145777
600,240,2.88,300,17.37,600,39.16,0.0,6000,6400.215056,0.9679915127
500,500,2.09,375,28.62,125,5.39,-1.0,4000,1356.740918,0.8472109804
700,200,8.13,350,21.55,700,19.89,0.5,25200,782.1974989,1.0442048382
1000,667,4.8,750,51.71,500,40.0,-0.75,8000,79982.01904,2.6755251648
700,700,12.6,525,38.13,525,38.13,0.25,21000,4799.63372,1.5780862177
400,200,1.67,200,4.21,100,6.89,-0.25,8800,64.2388457,3.8431842261
240,600,24.0,150,24.0,300,24.0,-0.5,7200,1471.285953,1.6706245683
900,450,3.77,675,29.13,450,34.34,0.0,16200,10313.32403,2.7691412415
900,600,4.32,900,55.42,900,35.53,-0.5,36000,22219.6973,3.0980876083
900,900,7.71,675,11.72,225,15.51,-0.75,23400,731.0648774,1.7043271962
400,600,3.38,450,27.71,450,31.03,-0.25,20400,2678.569715,2.0795519937
1000,400,40.0,1000,57.89,1000,57.89,0.25,22000,45164.63301,1.679798607
300,900,10.45,450,10.45,450,26.05,1.0,32400,365.4639268,1.0621724303
500,125,1.86,500,23.42,500,23.42,-0.75,20000,3160.474476,3.1134589211
300,900,3.34,900,28.89,675,39.08,0.25,10800,26873.53941,1.4963180965
1000,667,4.8,1000,46.84,250,7.11,-1.0,26000,7403.823682,3.5808855719
500,125,5.81,375,13.42,375,30.0,-0.25,14000,1625.869577,2.250912745
300,600,5.14,600,17.05,450,11.13,0.25,7200,7373.961004,2.2210564556
300,75,1.44,300,14.05,150,8.13,-0.25,10200,507.7999935,5.5157002996
1000,333,4.19,500,25.26,500,25.26,0.25,4000,37660.09642,1.5573304254
467,700,12.6,350,16.39,350,16.39,-1.0,28000,586.4645079,2.7951163363
267,800,9.29,600,14.84,600,36.95,0.75,20800,2220.445366,1.1008756217
250,1000,4.19,500,10.53,1000,28.42,-1.0,22000,7734.220766,3.3586750026
900,900,36.0,675,36.0,225,36.0,0.75,7200,37322.40818,2.9888549446
1000,400,6.79,750,18.55,500,19.74,0.25,20000,4382.290158,2.500934066
500,125,1.86,500,27.11,500,27.11,-0.75,10000,10054.26717,3.1751767059
133,400,4.65,100,8.0,400,12.84,-1.0,10400,384.4400636,3.3274033924
300,100,12.0,150,12.0,150,12.0,0.0,1200,2245.93504,1.9722871195
400,114,1.67,200,13.79,300,15.16,0.75,12000,170.7430419,1.0420186835
600,200,10.8,450,10.8,450,10.8,-0.5,7200,4363.311277,3.0065824963
600,400,3.38,450,14.45,450,24.39,0.75,20400,679.9851688,1.0741156684
900,600,3.0,225,13.86,225,13.86,0.5,9000,402.1831554,1.3596026226
150,300,12.0,75,12.0,300,12.0,0.75,4800,166.4257596,0.719127775
700,200,2.33,350,26.71,700,9.58,0.25,22400,864.9218308,1.2503231816
400,100,1.67,100,1.74,100,4.32,-1.0,4800,16.20769057,2.5248968264
700,350,8.13,525,28.46,525,28.46,0.5,9800,7045.541101,1.3735999356
400,133,3.43,100,6.53,100,6.16,1.0,8000,9.81827741,1.1119599751
267,400,1.67,200,10.84,200,4.21,0.0,9600,125.661261,2.5108970192
1000,500,40.0,1000,65.26,250,40.0,-0.25,24000,51081.08392,6.7520478771
500,200,2.4,125,10.0,500,28.95,-0.5,14000,1020.225208,2.5261968709
300,75,1.26,150,8.68,150,8.68,-1.0,9000,80.43080464,2.8620468467
400,400,2.72,400,14.32,300,20.68,0.25,4800,4608.467486,1.7909470839
700,233,28.0,700,32.79,700,32.79,-1.0,28000,8293.66291,2.6885942281
233,700,8.13,525,11.05,700,50.84,1.0,15400,4532.230388,1.1134480046
700,700,6.0,175,9.49,700,43.11,0.5,28000,1923.265619,2.6396491351
