hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y,y_norm
700,175,8.13,175,8.13,175,8.13,-0.75,4200,622.8661796,2.9017343035
600,150,24.0,450,24.0,150,24.0,0.75,15600,1203.940949,1.9632896824
800,267,4.5,400,32.0,400,32.0,1.0,4800,9530.468879,0.9721689827
125,500,3.4,250,20.0,125,5.86,-1.0,8000,297.4415651,2.3933398065
125,500,1.86,125,4.47,250,7.11,-1.0,10000,50.4123127,1.9027294448
229,800,5.43,600,39.16,200,5.43,-0.75,16000,3517.230087,4.1518792818
1000,1000,4.8,500,28.95,500,28.95,0.75,36000,1101.398905,1.1884101925
533,800,9.29,400,21.68,200,9.29,-0.75,14400,913.6159021,2.7838216095
600,400,4.08,150,4.26,300,24.0,-0.75,22800,242.4961248,3.6572760301
450,900,3.77,675,6.75,225,13.86,-0.25,16200,1407.088884,3.0486952771
900,900,5.06,450,5.06,900,72.0,-0.75,27000,14294.67319,3.3458435563
800,400,4.5,400,30.53,400,4.5,-0.5,32000,1187.094446,4.9733363052
700,467,2.6,700,17.32,700,17.32,0.25,26600,1857.420104,1.6166647709
900,450,5.06,900,48.79,450,29.37,-1.0,18000,17030.3745,2.4622701017
600,600,4.08,150,4.08,300,4.11,0.5,10800,22.56957462,0.5035111459
300,150,1.69,225,7.22,225,7.22,1.0,1800,973.2955556,0.938276439
800,320,32.0,200,32.0,200,32.0,1.0,9600,958.794724,0.9839119028
700,467,2.6,175,7.55,175,7.55,-0.25,12600,78.52069142,2.4216598027
500,500,9.0,375,9.0,125,9.0,0.0,9000,895.0495753,4.7704370566
900,600,16.2,450,22.74,450,22.74,-0.5,25200,2156.336368,2.7701039199
400,200,1.48,300,17.37,100,7.63,-0.25,15200,437.7260718,7.3148169797
300,600,2.88,300,5.21,300,7.42,-0.75,14400,169.1028471,2.2951951154
600,171,2.23,300,4.11,300,4.11,0.0,20400,50.22807167,2.4070244569
700,200,2.33,175,2.39,525,9.12,-0.25,18200,52.6244694,0.7937262087
400,200,2.25,100,5.42,100,5.42,-0.75,8000,22.38175501,3.2585219258
700,700,3.94,700,25.05,700,43.11,-0.25,28000,6685.366753,2.0114030951
250,500,5.81,250,7.11,250,8.03,0.75,8000,153.0912122,1.0850790628
400,400,1.67,400,26.11,100,6.89,0.5,13600,1190.723117,6.1026523747
400,200,7.2,200,10.11,300,12.95,-0.75,6400,622.0934971,2.0551584322
133,400,1.92,300,3.0,100,1.92,-0.25,12000,28.52232712,4.0227290436
300,300,2.04,225,13.86,75,4.89,-0.5,10200,227.1046827,7.3788153658
400,267,7.2,200,11.58,400,8.42,-0.75,8800,401.4053113,1.5598988925
267,800,3.84,400,29.05,800,40.42,-0.5,32000,5227.062736,2.6706595493
600,171,3.38,150,5.37,450,29.37,-0.75,16800,810.820686,3.2918536586
500,500,2.81,250,20.0,375,21.71,1.0,2000,7354.535576,0.5039567919
500,500,4.29,500,19.74,250,7.11,0.75,20000,761.2181532,3.2563361381
700,233,28.0,175,28.0,175,28.0,0.25,23800,338.9327126,1.5543019989
320,800,2.67,400,30.53,600,30.32,0.75,30400,1145.114616,1.0386031281
300,300,1.0,75,6.0,300,7.42,0.0,8400,25.65768736,0.6130498749
1000,667,3.71,1000,61.58,1000,57.89,0.0,16000,92787.37721,1.9837249835
240,600,4.08,450,32.68,150,4.26,-0.5,18000,2205.909436,8.5637549177
500,250,2.09,125,9.08,500,36.32,-0.5,15000,1713.386198,3.4601781271
286,1000,18.0,750,18.0,750,32.37,0.5,22000,4050.792407,1.1665803816
900,450,3.77,900,18.95,450,6.16,-1.0,10800,3897.054544,0.9658290743
75,300,3.48,225,16.34,225,16.34,0.25,3600,1058.239943,1.4836113556
300,200,12.0,225,12.0,225,13.86,-1.0,10800,383.2352119,2.7113305079
400,1000,4.19,750,15.79,250,4.19,0.25,34000,925.0370358,5.5282555042
700,200,4.75,350,25.42,350,25.42,1.0,4200,5467.880878,0.9648997564
300,75,2.57,150,7.58,75,6.0,0.25,3000,166.5752002,3.7094632859
900,450,10.45,450,10.45,450,10.45,0.5,32400,244.3280672,1.4926352424
300,120,2.04,300,5.21,300,5.21,0.0,7800,196.8519601,2.0483664863
400,114,2.72,300,3.0,200,5.68,-0.25,5600,313.8761476,3.0704321381
500,167,2.09,250,13.55,125,5.86,-0.25,13000,271.2531521,6.6025680945
1000,667,3.71,500,6.84,500,6.84,-1.0,30000,453.3690036,3.042542298
450,900,10.45,675,10.45,900,32.21,0.25,18000,4266.083008,0.9609486576
800,533,2.97,200,10.84,800,37.47,-0.25,4800,5310.656484,0.3286570858
500,1000,4.19,250,11.71,500,10.53,0.75,12000,252.0313945,0.4405791039
800,533,5.43,800,61.05,800,61.05,-0.75,17600,65440.47926,2.9649434806
400,160,2.25,200,3.47,400,27.58,0.0,6400,1069.258912,1.5423907086
500,143,1.67,500,25.26,500,10.53,1.0,18000,1026.956977,1.4185888055
600,240,10.8,150,10.8,600,32.53,1.0,14400,1157.62342,1.5113210009
1000,286,6.79,750,10.26,250,6.79,0.5,14000,2596.648342,4.0266383202
500,143,1.86,250,6.18,250,9.87,0.5,2000,1774.444471,0.9830922363
400,400,16.0,400,32.0,300,16.0,0.25,10400,3125.463212,2.5719815398
900,360,36.0,675,49.03,675,49.03,-0.5,5400,190200.5664,2.8093682154
167,500,2.09,125,10.0,250,11.71,-1.0,17000,93.49233797,2.599397254
200,700,3.36,350,20.26,350,12.53,0.5,16800,513.6236426,1.5465017969
700,280,2.93,700,27.63,175,8.84,0.5,19600,3269.876822,5.8374707172
300,86,2.57,300,17.37,300,17.37,1.0,7800,574.8908863,1.0553267396
500,500,1.67,500,34.47,125,3.55,0.25,14000,3847.327269,8.9592339262
700,350,2.6,350,9.95,525,22.66,-0.25,9800,1784.757258,1.1874690467
600,400,5.14,150,5.14,600,17.05,-0.25,6000,553.0239236,0.3710142709
800,400,3.35,400,30.53,200,15.26,0.25,27200,882.7883398,3.5511391596
1000,286,4.19,1000,28.42,750,32.37,-1.0,28000,12563.01409,2.7564890415
600,240,4.08,450,21.08,450,21.08,-0.75,22800,1898.678209,3.153136846
1000,400,3.33,250,14.47,250,14.47,1.0,2000,6231.904291,0.8862964422
267,800,3.35,200,3.47,600,14.84,1.0,28800,107.8818961,1.169665097
300,100,1.26,75,3.51,225,8.05,0.5,7800,18.78349459,1.0839593299
133,400,2.72,400,20.21,400,23.16,1.0,7200,1926.792365,0.9956708316
400,114,3.43,100,4.32,100,4.32,0.0,6400,15.32691275,2.1962752757
175,700,2.6,175,8.84,700,45.68,0.5,25200,3033.381996,3.7498562781
400,160,3.43,200,9.37,100,3.43,0.25,11200,65.61253891,4.4756305649
700,700,12.6,700,14.74,175,12.6,-0.75,23800,746.4151571,2.0640639788
500,200,2.81,375,16.18,500,27.11,-0.5,10000,3393.76915,2.0251318808
86,300,1.0,225,12.2,75,5.17,-0.75,3600,179.7115527,1.7788317948
1000,667,4.19,250,4.34,250,4.34,-0.25,34000,29.24873667,2.5852520655
250,1000,5.62,500,10.53,750,43.42,1.0,14000,3700.27212,0.7917664757
120,300,1.0,150,10.89,225,17.17,1.0,10800,95.90978609,1.0567377992
400,114,2.72,200,6.42,100,2.72,-0.75,8800,47.36304704,3.9582500171
700,233,2.6,525,11.05,350,7.37,0.5,8400,2266.864839,2.4217916546
400,600,5.14,450,24.39,300,6.32,-0.25,18000,1648.10793,4.9034318055
150,600,3.38,150,9.24,600,6.0,0.0,24000,73.75338972,1.1175766149
1000,286,6.79,750,43.42,1000,43.16,-0.5,24000,22963.94534,2.2923953036
900,360,3.34,675,11.72,675,11.72,-1.0,14400,4932.951672,2.4469756763
240,600,2.51,600,30.32,450,16.11,-0.5,15600,5511.683619,3.3173302288
333,500,2.09,500,25.26,125,4.01,0.0,18000,1654.355745,8.838502999
800,200,4.5,400,24.63,600,48.0,0.5,17600,3787.958128,1.3306765165
600,171,4.08,300,11.84,300,9.63,0.75,20400,115.0281245,1.3580620786
133,400,3.43,400,14.32,300,9.63,0.5,13600,402.6884102,1.8264197238
500,167,1.67,125,8.62,125,8.62,-0.25,16000,24.98372055,2.3785295266
800,400,2.97,200,4.21,200,4.21,-0.75,12800,76.27872698,3.2605972906
700,233,8.13,700,40.53,700,40.53,-0.5,5600,123691.8452,2.8524382616
500,250,20.0,500,40.0,500,20.0,1.0,9000,6219.162185,1.2888858929
900,257,36.0,900,68.68,900,68.68,0.5,18000,48407.87718,1.4248423413
500,143,4.29,125,4.29,500,28.95,-0.25,19000,882.0866346,4.2273315208
1000,500,5.62,750,51.71,250,20.0,-1.0,30000,6646.302655,4.1933255342
175,700,3.94,175,4.97,175,9.49,-1.0,16800,45.66093883,2.5842936182
1000,400,8.57,500,14.21,500,14.21,-0.25,18000,2061.114942,2.6068964706
533,800,32.0,800,52.21,200,32.0,0.5,27200,9057.517628,3.3920399929
800,533,3.35,200,3.47,800,16.84,-0.25,12800,410.8235508,0.433907252
800,200,2.67,400,30.53,400,30.53,-0.75,30400,2033.546501,2.9816878475
1000,333,8.57,750,51.71,1000,24.74,-0.75,22000,27251.49833,2.8940720514
500,200,4.29,250,4.29,250,6.18,-0.5,10000,156.4824658,2.7341503291
133,400,1.48,200,4.21,200,10.84,-0.5,4800,217.816739,1.5649920199
300,120,2.04,300,4.11,300,4.11,-0.5,7800,218.2664522,3.0028961596
500,500,20.0,125,20.0,125,20.0,0.0,10000,278.8410728,1.7729611827
500,250,5.81,500,36.32,500,36.32,0.25,5000,25465.33027,1.6295684139
125,500,5.81,250,7.11,500,10.53,-0.25,12000,397.5209086,1.7891876705
133,400,2.25,300,4.11,400,9.89,-0.5,8800,332.8538994,1.6203384992
1000,400,18.0,500,30.79,500,30.79,-0.5,40000,2447.025699,2.6927407466
400,600,2.51,450,4.5,300,10.74,-1.0,22800,217.6811096,2.5994006197
333,500,2.4,125,5.39,375,6.51,0.25,5000,71.61914567,0.2573773771
86,300,2.57,225,7.22,150,9.79,0.0,9600,82.2545902,1.9700534745
600,240,24.0,150,24.0,150,24.0,-0.75,4800,1910.865828,2.941202791
700,700,8.13,700,14.74,700,14.74,-0.25,8400,19486.1363,2.1589556741
500,125,3.4,125,3.4,375,21.71,-0.5,20000,284.8025411,3.9443901135
600,900,5.06,900,15.63,450,21.08,1.0,16200,5392.936159,1.7213769118
800,267,4.5,400,9.89,400,9.89,0.25,14400,563.5928786,1.7374963583
114,400,2.25,300,6.32,300,21.79,-0.25,7200,853.9741394,1.7880787875
600,240,3.38,150,3.38,150,11.45,0.0,14400,27.52362628,1.8058159203
125,500,5.81,500,32.63,125,6.32,-0.25,6000,7027.590331,5.5683548856
300,120,12.0,150,12.0,150,12.0,0.25,4200,273.0150992,1.6593457221
900,600,4.32,900,65.37,900,65.37,1.0,16200,39085.99152,1.0207964358
400,200,3.43,200,14.53,400,23.16,0.25,15200,468.5599953,1.5252745073
300,100,5.4,150,5.4,150,5.4,0.25,6600,38.56094258,1.6750104083
360,900,3.0,675,44.05,450,31.03,1.0,5400,48783.20819,1.7038929267
280,700,2.93,350,7.37,700,17.32,1.0,11200,577.8170077,0.4322749435
700,280,2.6,700,37.95,700,50.84,0.25,25200,8844.552945,1.5841609988
300,75,2.04,225,3.08,300,17.37,0.25,5400,361.4455851,1.2825550009
600,400,2.0,450,17.76,450,17.76,0.25,8400,3665.458205,1.5984128325
800,200,9.29,200,9.29,200,13.79,0.0,9600,254.416146,1.9323192125
400,400,4.65,200,7.16,300,10.74,1.0,4800,223.7591838,0.4928962479
500,125,3.4,250,12.63,375,20.33,0.25,3000,2955.002936,0.8713390739
200,300,1.11,225,6.39,150,12.0,0.25,10800,74.97724116,1.714727113
600,600,10.8,450,19.42,150,10.8,0.0,2400,43712.5534,5.7137056082
400,100,4.65,300,4.65,200,16.0,-1.0,5600,725.6577749,2.555749959
171,600,3.38,150,8.13,300,10.74,1.0,14400,42.14997141,0.7559432384
700,700,2.6,525,26.53,525,26.53,-1.0,21000,4560.539045,2.7578811529
200,300,2.04,75,2.68,225,3.91,-0.75,600,432.1485721,0.3194365118
1000,667,8.57,500,38.16,1000,61.58,-0.75,32000,14299.11006,2.1515414825
800,800,3.35,400,30.53,800,19.79,0.5,12800,3183.020933,0.6003329787
300,600,4.08,150,5.92,450,29.37,0.75,4800,1059.412117,0.5737239372
171,600,10.8,300,10.8,450,17.76,-0.75,7200,2108.957348,1.804172325
400,200,7.2,300,19.58,300,12.95,1.0,13600,318.3211293,1.1616774741
900,225,4.32,675,14.21,675,14.21,0.75,14400,2566.279673,1.128921103
500,143,4.29,250,6.18,250,4.34,-0.75,14000,120.1627406,3.9127800834
700,350,3.94,350,22.84,700,30.21,-0.75,21000,2756.267578,1.8453457647
700,233,6.0,350,25.42,350,21.55,0.0,16800,1317.260007,2.1228514912
900,450,36.0,225,36.0,675,36.0,-0.25,30600,2875.751261,1.7701406514
300,100,1.26,225,16.34,75,2.96,0.0,4800,732.1502655,9.421449401
360,900,7.71,675,34.11,225,13.03,0.0,14400,8758.745682,5.5370012045
467,700,6.0,700,45.68,175,12.71,-0.75,14000,7418.228417,3.622964766
800,800,4.5,400,9.89,800,13.89,-0.25,12800,1599.405573,0.7058859981
267,800,6.86,600,25.89,800,8.0,-0.75,8000,20948.61565,2.3365083296
500,500,2.4,375,20.33,125,8.16,-0.25,7000,3247.106374,6.8885224689
300,300,3.48,75,5.17,75,5.17,1.0,600,309.7769766,0.9599133691
400,133,2.25,400,27.58,400,24.63,0.25,6400,5421.796249,1.7645803621
500,333,2.09,375,23.09,375,23.09,0.0,14000,1655.399232,1.9285948113
900,300,3.77,225,10.54,900,62.05,-0.5,30600,8409.110584,4.2592793415
114,400,2.72,100,2.72,400,12.84,-0.25,5600,404.0274993,2.0206209841
900,360,3.34,900,9.0,450,9.47,-0.75,21600,1848.849582,2.5816127861
400,267,16.0,300,20.68,100,16.0,0.0,12000,775.8953242,3.8492641618
600,400,10.8,150,10.8,600,43.58,-0.75,8400,4799.871397,1.9115739726
240,600,6.97,450,17.76,450,36.0,-1.0,16800,3836.348763,2.8373710106
600,600,10.8,600,30.32,300,16.26,-1.0,14400,2847.879081,1.8588376877
225,900,3.34,225,14.68,675,39.08,0.5,21600,2057.610278,1.9523074173
600,171,4.08,600,45.79,600,45.79,0.0,4800,78571.98449,2.0549769964
233,700,2.33,525,18.79,175,10.78,0.0,25200,724.2213406,4.3714665632
400,800,9.29,600,25.89,400,20.21,0.75,17600,2609.793078,1.8085307457
600,150,2.88,600,36.95,600,36.95,-0.25,9600,24035.75248,2.6079099773
229,800,14.4,200,14.4,800,34.53,-1.0,30400,4822.329658,6.2944765642
167,500,4.29,250,13.55,250,7.11,-0.75,3000,2739.745758,2.4712355722
700,175,3.36,350,25.42,350,16.39,-0.25,5600,8180.572852,3.1444225396
300,200,2.04,225,6.39,225,6.39,0.5,9600,62.23625884,1.3615020101
1000,250,3.33,250,18.16,1000,39.47,-0.5,38000,2753.947554,2.161987598
600,240,2.88,450,22.74,450,22.74,0.0,13200,2865.553002,2.0443456545
600,400,2.23,600,48.0,600,48.0,0.0,9600,30305.38523,1.9343036371
114,400,2.25,100,7.26,200,11.58,0.5,15200,29.18310045,1.5504043675
400,600,24.0,450,34.34,150,24.0,-0.5,7200,8142.013206,3.6271202294
360,900,36.0,900,62.05,225,36.0,0.25,28800,15457.53916,3.7182609515
700,175,3.94,175,9.49,175,3.94,-1.0,14000,63.3998697,3.0812596519
900,900,36.0,450,36.0,450,36.0,-0.25,12600,11554.70242,2.1933218833
700,700,3.36,525,24.59,350,22.84,0.25,12600,4847.91652,2.4988522618
200,700,2.93,525,16.86,525,34.26,1.0,25200,1118.131477,1.0415719652
300,300,3.48,150,5.92,75,3.48,-1.0,9000,15.87475014,2.3269095922
400,200,1.92,200,4.95,100,2.11,0.5,8800,36.11935412,3.8760506553
400,267,4.65,100,5.42,300,6.32,1.0,8800,17.93688826,0.4104951687
500,1000,6.79,750,15.79,500,6.79,-1.0,16000,2606.696562,1.7545696636
800,320,3.35,400,23.16,400,23.16,0.25,12800,2182.196324,1.7035459456
400,100,7.2,300,11.84,100,7.2,0.25,8800,352.1084572,4.565999882
600,171,24.0,300,24.0,300,24.0,0.75,6000,2322.284721,1.1661593013
200,300,1.69,75,2.41,300,14.05,0.75,10200,85.72434316,2.1868778762
320,800,2.67,800,28.63,600,12.63,0.0,19200,6923.259323,2.8587980746
667,1000,6.79,250,19.08,1000,50.53,0.5,16000,6377.379871,1.0003848775
257,900,10.45,450,10.45,675,24.16,1.0,34200,508.1107487,1.0565918467
1000,500,11.61,250,11.61,1000,61.58,0.75,36000,5893.261146,2.6981977047
300,200,1.44,300,11.84,150,7.58,1.0,2400,2176.049027,2.4121663374
800,533,3.35,400,18.74,400,18.74,0.25,22400,735.5380386,1.667289703
900,360,3.77,675,49.03,675,49.03,0.5,30600,7125.13364,1.3874926549
75,300,1.26,225,5.57,75,1.86,0.75,6600,42.27557282,3.678585141
450,900,36.0,675,36.0,225,36.0,0.75,28800,3353.487589,1.9340182505
800,229,14.4,200,14.4,200,14.4,0.0,12800,302.6216808,2.0231851553
1000,500,4.19,1000,72.63,1000,43.16,-0.25,24000,68091.96661,2.9114298315
600,300,2.88,600,14.84,300,4.11,0.0,12000,3222.664002,6.2104034983
500,333,3.4,375,9.28,375,9.28,0.0,4000,4316.09489,1.8868198611
400,133,2.72,200,16.0,200,16.0,1.0,1600,2391.271773,0.925030529
900,257,16.2,675,46.54,675,36.59,0.0,14400,22792.3271,2.2894803528
400,267,16.0,400,24.63,100,16.0,-0.25,5600,6702.148965,7.0369364803
500,167,1.67,500,5.0,500,14.21,-0.75,18000,701.1795419,2.502757517
800,533,2.67,200,4.21,400,29.05,-0.25,3200,2012.530736,0.3812682687
600,600,10.8,150,10.8,450,19.42,0.5,8400,379.6896438,0.5220108758
500,500,1.86,375,7.89,375,7.89,0.25,9000,727.2783947,1.5484456786
500,333,2.09,500,30.79,125,8.62,1.0,14000,1943.766165,4.5195166162
900,225,5.06,675,9.24,675,9.24,-0.75,36000,1008.997674,3.8137401095
900,900,3.77,225,12.2,225,13.86,0.25,28800,79.06315997,1.5856116245
800,267,2.67,400,30.53,400,30.53,-0.5,9600,8817.990742,3.0149901775
800,320,4.5,600,45.79,400,5.47,0.0,12800,15365.6017,5.8510151173
900,257,16.2,225,16.2,225,16.2,-1.0,14400,564.2814178,2.6501465604
225,900,4.32,450,26.05,225,4.74,-0.5,7200,3377.714294,2.705251046
133,400,1.48,400,21.68,100,6.89,1.0,8000,1115.458091,4.091392587
1000,1000,4.19,750,26.84,750,26.84,-0.5,40000,4925.653233,2.6515818324
667,1000,3.33,750,37.89,750,43.42,0.75,40000,4059.549271,1.1552853303
400,200,1.48,300,10.74,100,4.68,-1.0,3200,240.768503,0.7175396308
300,300,1.44,150,8.13,150,8.13,0.25,4800,119.674309,1.5769405043
900,900,16.2,675,49.03,675,49.03,-0.75,34200,13819.19681,2.8595727762
267,400,7.2,200,7.2,100,7.63,0.25,14400,41.90477215,2.304255018
500,200,4.29,375,23.09,375,23.09,0.75,14000,986.3574122,1.1984616468
1000,1000,11.61,500,11.61,500,11.61,-0.75,8000,11277.76574,2.7874356644
1000,500,8.57,750,40.66,750,40.66,-0.25,22000,18109.73848,2.4232000517
500,167,2.4,500,19.74,125,3.09,0.75,11000,1287.61948,5.5438754203
800,800,14.4,600,14.4,800,55.16,-1.0,9600,33160.33626,1.6167523636
500,500,1.67,250,2.5,375,27.24,0.75,14000,369.0969335,1.2625107727
800,229,32.0,200,32.0,400,32.0,-1.0,17600,2395.740597,2.3376502827
1000,286,4.19,750,13.03,750,54.47,1.0,18000,6168.439943,0.8779671279
400,600,10.8,450,10.8,600,36.95,0.5,12000,2909.466162,1.0295783089
600,600,2.51,150,10.89,150,10.89,0.75,18000,28.18849289,1.2057769373
600,171,3.38,150,3.71,450,14.45,0.25,20400,105.5973841,1.64488544
100,400,2.25,300,11.84,200,5.68,1.0,4800,548.9944215,1.8413686647
267,400,1.92,300,20.68,300,14.05,-0.25,4800,3461.919915,2.391327803
800,320,32.0,600,43.58,200,32.0,-0.5,32000,6249.103887,5.2373903038
500,200,2.4,250,8.03,250,8.03,0.25,19000,63.39004435,1.75724283
700,700,2.33,175,6.91,525,5.25,-0.75,25200,42.43466625,0.7577601887
600,400,6.97,450,21.08,450,21.08,0.25,16800,1544.132044,1.6206157182
1000,400,8.57,750,40.66,250,8.57,-0.5,16000,16590.60106,8.3564746483
900,300,16.2,900,58.74,225,16.34,0.5,25200,14586.50604,5.4137820302
360,900,5.06,225,9.71,675,14.21,-0.75,18000,489.3768163,1.1247644157
900,900,4.32,450,21.08,450,21.08,-0.25,23400,1732.647968,2.2711837333
400,800,6.86,600,14.84,200,6.86,-1.0,32000,267.9871006,2.3736358571
467,700,12.6,525,14.92,175,12.6,-0.5,12600,1613.738241,3.2203030196
300,100,2.04,75,3.24,75,6.0,0.5,12000,2.145796166,1.4273927178
500,167,3.4,125,6.78,125,3.4,1.0,10000,11.91289355,1.3645333606
1000,333,4.19,250,8.03,500,16.05,-0.25,2000,9922.715822,0.5318780503
171,600,6.97,600,36.95,300,6.97,0.25,24000,2570.843142,4.2565666475
600,400,2.23,150,2.23,300,12.95,-0.75,24000,53.44247563,2.5164426036
360,900,3.77,675,46.54,900,62.05,0.0,30600,15103.81763,1.7456806904
133,400,1.67,400,32.0,200,3.47,0.5,12000,1583.595977,4.4508084312
1000,667,4.8,750,51.71,250,20.0,-0.25,12000,46874.70316,7.9615642862
500,143,4.29,250,7.11,250,7.11,0.5,2000,1980.662896,1.2433283442
900,225,10.45,900,55.42,675,10.45,-0.25,23400,29631.3305,6.0027471431
225,900,3.34,225,14.68,900,25.58,-0.5,19800,3426.148421,2.6985755063
467,700,28.0,700,28.0,175,28.0,0.0,16800,7130.220378,3.92888741
400,267,7.2,300,10.74,200,9.37,-0.75,16000,259.2823996,3.6945846645
900,225,3.34,675,34.11,675,34.11,0.0,36000,4364.087383,2.0323485935
667,1000,4.8,750,21.32,1000,54.21,-0.75,40000,11345.76771,2.5897660492
600,200,10.8,600,30.32,600,30.32,-0.75,19200,8399.273937,3.1244785434
700,350,3.94,525,16.86,175,12.07,-0.75,18200,783.4107783,3.0238641915
300,900,36.0,225,36.0,675,46.54,0.25,5400,13099.28728,0.7373752198
500,500,1.86,125,8.16,125,2.17,0.0,5000,100.8186008,2.7152267999
900,600,10.45,225,14.68,225,14.68,0.0,21600,190.8537376,1.9256501927
400,267,3.43,100,3.43,300,24.0,-0.5,15200,325.9078044,4.4903680347
900,360,3.77,225,16.34,675,36.59,-0.5,23400,1808.571592,1.8945300102
250,1000,4.8,500,23.42,250,7.11,-0.25,34000,755.668644,4.9485267958
500,167,2.09,375,10.66,250,19.08,0.25,15000,437.2049471,1.9119553184
267,800,14.4,200,15.26,200,16.0,-0.75,20800,232.9703641,2.4193218962
300,200,1.26,225,8.88,225,8.88,1.0,3600,376.8792751,0.992548367
1000,667,4.19,250,9.87,250,9.87,0.0,36000,60.8899703,2.0388392614
200,500,1.67,125,5.86,125,10.0,1.0,13000,12.04769233,1.0324939281
300,75,1.69,75,1.69,75,1.69,0.5,7800,0.93656084,1.6424497894
400,800,2.97,600,23.68,400,14.32,-0.25,14400,5165.708096,3.4699649036
600,200,2.0,600,12.63,450,17.76,0.75,9600,2410.448514,1.2477889922
400,160,7.2,400,26.11,400,26.11,-1.0,9600,4926.21227,2.7285594534
350,700,2.93,525,26.53,175,8.84,-0.5,16800,2061.167061,5.1893552236
1000,500,3.33,500,14.21,250,18.16,0.0,8000,7038.061909,3.7602328443
400,267,3.43,100,5.42,100,5.42,-0.75,7200,27.65655595,3.0686464687
400,600,2.88,150,2.88,150,7.03,0.75,9600,15.42321112,0.8467754614
900,300,5.06,450,34.34,450,34.34,0.5,30600,1555.167942,1.4077289735
600,171,24.0,450,24.0,600,28.11,-0.5,18000,4135.924841,2.2779212846
200,500,9.0,375,9.0,375,9.0,-1.0,20000,331.3982672,2.768578522
500,200,3.4,375,28.62,375,28.62,-0.25,13000,3125.299015,2.3705548598
500,167,2.09,250,5.26,250,5.26,-0.5,10000,170.5800859,3.1747427207
1000,667,5.62,1000,50.53,1000,50.53,0.75,34000,14238.33219,1.176674421
300,150,1.69,225,5.57,225,10.54,0.5,3000,434.2953878,0.9953671385
240,600,24.0,450,24.0,450,24.0,0.25,6000,8147.408933,1.435388898
900,600,5.06,225,13.03,675,51.51,0.75,27000,2340.466445,1.9853532286
600,171,3.38,300,19.58,150,3.38,1.0,12000,326.226513,3.3279786754
300,150,12.0,150,12.0,150,12.0,-0.25,3000,646.1140957,2.391429086
700,280,6.0,175,8.84,175,8.84,0.5,7000,139.512258,1.391113744
400,200,2.25,400,24.63,400,24.63,-0.5,13600,2907.278555,2.7209847498
225,900,10.45,450,31.03,675,41.57,-0.75,18000,9425.278798,2.5159811868
400,800,5.43,600,39.16,600,23.68,-0.75,19200,9601.9655,3.0011518166
800,229,3.84,600,45.79,600,45.79,-0.25,19200,14234.71799,2.43426157
500,250,2.4,500,28.95,500,28.95,0.75,9000,5194.912169,1.177848188
500,1000,5.62,1000,46.84,250,8.03,0.75,28000,10126.04983,5.5497207889
600,600,10.8,600,25.89,600,25.89,-0.75,15600,9396.228643,2.8719860835
200,500,1.86,125,6.32,250,6.18,-1.0,18000,25.42411119,1.9477146107
800,267,4.5,600,17.05,400,5.47,1.0,28800,501.8886097,2.2772076638
200,300,3.48,150,8.68,300,15.16,0.5,9000,157.2455616,1.1891003504
800,320,2.97,800,37.47,800,37.47,0.75,22400,7993.660833,1.1960270818
800,267,5.43,600,21.47,600,21.47,-0.75,12800,9978.07052,3.0862566185
1000,400,4.19,750,21.32,1000,68.95,0.0,20000,22272.08948,1.557961498
700,700,2.93,175,3.68,525,38.13,-0.5,25200,1365.472474,4.0762293905
300,100,1.44,225,3.08,225,3.08,0.5,4200,94.39673634,1.3193062934
125,500,20.0,125,20.0,375,28.62,0.25,2000,4051.718128,0.6469634501
900,257,5.06,450,14.45,675,26.64,0.25,25200,1251.997093,1.3410959321
700,175,12.6,525,36.2,175,12.6,-1.0,11200,5244.756789,4.6336679747
400,1000,11.61,500,12.37,500,34.47,-0.25,16000,3101.479401,1.6573022099
700,350,2.93,350,16.39,700,35.37,-0.5,22400,2605.617534,1.9796272878
400,100,4.65,200,6.42,200,6.42,0.25,10400,59.76825147,1.8721041755
300,300,1.0,150,4.26,150,4.26,-1.0,3000,230.3151189,2.6788628319
600,900,4.32,225,4.74,450,22.74,0.5,5400,703.9158295,0.2871482459
320,800,6.86,200,6.86,800,19.79,0.5,4800,1531.084165,0.2104148247
133,400,16.0,400,16.0,400,32.0,0.0,8800,3082.167301,1.7203070074
600,400,24.0,150,24.0,450,24.0,-1.0,1200,24390.39053,0.5859428827
120,300,1.0,75,1.3,75,1.58,-0.25,6600,1.065119949,1.8143863844
600,300,4.08,600,41.37,150,10.89,0.25,7200,22441.08497,7.9517989941
100,400,1.67,200,16.0,100,5.05,-0.75,8800,167.9101687,3.8885011495
800,800,3.35,800,19.79,800,19.79,0.0,16000,11059.42906,1.8452688351
1000,250,18.0,250,18.0,250,18.0,1.0,34000,128.366025,1.0185487479
500,333,20.0,250,20.0,250,20.0,0.75,6000,1171.019422,1.1500111919
1000,333,3.33,250,14.47,250,14.47,-1.0,10000,825.4199225,2.5829195752
800,800,6.86,200,15.26,400,32.0,0.25,11200,882.6080229,0.9325033062
800,267,3.35,400,14.32,400,14.32,0.25,17600,641.2655573,1.699620201
400,267,1.48,200,8.63,300,3.0,0.5,1600,2058.56907,0.9859895662
167,500,1.67,125,7.24,375,18.95,-0.25,16000,332.0850858,3.2570194236
