hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y
150;600;24;150;24;600;24;0.75;13200;1206.063005
133;400;3.43;100;6.53;400;23.16;-1;12800;1131.512253
500;500;2.81;250;20;250;6.18;0.5;12000;353.7174198
400;114;1.48;300;14.05;300;12.95;0.5;8000;573.3674714
1000;1000;4.19;500;30.79;250;4.34;0;20000;3323.477203
600;300;6.97;450;16.11;450;11.13;0.5;20400;551.0085558
300;100;3.48;225;12.2;300;15.16;-0.5;10200;429.5520797
100;300;2.04;300;8.53;300;19.58;-0.75;6600;1154.787774
500;333;5.81;500;17.89;375;24.47;1;13000;1381.834058
600;300;2.23;450;22.74;450;24.39;0.75;13200;1764.52931
600;150;2.23;150;5.37;450;29.37;-1;6000;1410.771099
800;800;9.29;600;48;800;9.29;0;22400;8268.381326
1000;500;6.79;500;16.05;500;34.47;-1;12000;8936.102091
500;125;3.4;250;15.39;250;15.39;-0.75;5000;2090.949027
400;114;1.67;400;14.32;100;5.42;-0.25;13600;758.1355278
400;267;2.72;400;15.79;300;19.58;0.25;5600;3400.90652
240;600;4.08;600;45.79;150;9.24;-0.75;14400;6121.77906
900;257;10.45;450;26.05;900;72;-1;28800;17063.61462
114;400;4.65;300;15.16;300;10.74;0;9600;534.4525835
500;143;20;125;20;125;20;0;6000;438.8220998
700;700;2.33;175;2.39;700;17.32;-0.75;18200;324.4333377
600;171;2.23;600;23.68;300;8.53;0.75;15600;1892.382449
600;300;4.08;600;23.68;600;28.11;0;14400;6021.416733
240;600;2.23;450;11.13;150;2.23;0.25;16800;333.1739399
240;600;4.08;300;17.37;450;9.47;1;20400;191.1821449
1000;667;4.19;500;14.21;750;43.42;-0.5;34000;3408.934049
900;900;3.34;900;15.63;675;19.18;0.25;19800;7218.724274
1000;333;40;750;43.42;1000;72.63;-0.5;16000;64227.73534
1000;500;4.8;500;8.68;750;37.89;1;40000;1064.28333
800;200;2.67;600;30.32;800;13.89;0.5;14400;5669.062907
450;900;3;225;3.08;900;12.32;0;30600;196.7812158
75;300;5.4;225;5.4;75;5.4;-1;9000;25.56343757
1000;500;11.61;1000;54.21;500;38.16;-0.5;26000;41189.87702
1000;286;5.62;750;18.55;250;19.08;-0.75;16000;3571.21579
400;267;7.2;300;10.74;200;8.63;-0.5;14400;315.3542338
900;600;6.11;225;7.22;450;22.74;0.25;36000;205.8296482
900;257;6.11;225;16.34;675;6.75;0.25;9000;569.4872562
533;800;9.29;600;48;600;9.29;-1;25600;5454.541834
500;500;1.67;125;9.54;375;25.86;0.25;9000;482.3291394
200;300;1.44;225;15.51;300;8.53;0;8400;359.8209818
400;267;7.2;200;13.05;200;7.89;1;4800;308.1894667
700;467;2.6;525;5.25;175;10.13;0.25;11200;932.0595093
800;320;6.86;200;6.86;200;12.32;0.5;3200;761.2099941
900;360;3;675;14.21;225;4.74;0.5;25200;970.9718142
800;800;4.5;400;26.11;600;32.53;0.75;32000;1005.109305
240;600;3.38;600;32.53;150;5.92;0.5;16800;2955.971055
600;200;2.23;150;4.82;150;2.23;1;4800;46.63252725
300;100;1.11;75;2.96;150;12;-0.75;12000;29.40471155
500;500;3.4;375;10.66;125;6.78;0.75;12000;382.650131
900;900;7.71;225;13.86;450;19.42;0.5;30600;180.3042774
400;100;1.67;200;4.21;100;7.26;-0.75;2400;303.9705524
200;500;1.86;250;13.55;500;12.37;0;7000;878.2259345
500;500;9;125;9;375;9;-0.25;20000;69.07894916
257;900;10.45;675;39.08;450;26.05;-0.75;32400;4968.801442
600;150;3.38;300;10.74;300;21.79;1;20400;186.9400609
600;200;4.08;300;15.16;300;8.53;0;4800;2665.192504
200;400;7.2;100;7.2;200;16;0.25;3200;207.6354303
350;700;2.6;700;40.53;175;12.07;-1;11200;4183.532879
100;300;1.11;75;3.51;225;11.37;-0.5;5400;117.150358
86;300;1.26;300;21.79;300;3;-1;7200;845.2983816
600;600;2.51;450;6.16;450;27.71;0.75;8400;1482.223
700;700;2.93;175;5.62;700;9.58;-0.75;25200;87.74479363
400;114;1.67;200;7.89;200;2.74;0.75;8800;51.5416057
900;257;3.34;675;11.72;675;31.62;1;30600;1175.660988
500;200;9;125;9;250;19.08;-0.5;2000;1403.106819
250;1000;5.62;750;43.42;250;5.62;0.75;20000;6327.67871
400;200;4.65;200;4.65;400;15.79;-0.5;3200;1130.958718
133;400;16;100;16;400;24.63;0;10400;1024.025799
100;300;1.26;75;2.13;225;10.54;-0.75;10800;70.39161988
600;900;16.2;225;16.2;675;24.16;1;21600;562.4577634
300;120;12;300;16.26;300;12;-0.5;7200;1506.367612
500;250;2.4;500;25.26;500;6.84;-0.75;12000;3876.874174
500;143;3.4;250;16.32;250;13.55;-0.75;5000;2064.098365
300;150;1.26;300;20.68;150;4.26;0.75;3600;2042.744878
333;500;3.4;125;10;375;17.57;0;17000;194.5883584
233;700;8.13;175;8.13;175;8.13;1;22400;20.79662802
600;600;5.14;450;26.05;300;12.95;0.25;15600;2037.439921
171;600;5.14;150;9.24;150;5.14;0;4800;155.2477982
500;333;1.86;375;12.04;500;34.47;1;8000;2013.320945
900;600;10.45;225;10.45;675;21.67;-0.25;7200;1637.260997
333;500;2.81;250;6.18;375;21.71;-1;4000;2518.821753
500;200;4.29;125;4.47;250;4.29;0;19000;10.3899021
700;175;28;525;28;350;28;0.25;9800;7479.80871
300;200;1.11;75;4.34;225;6.39;0.25;8400;11.94328088
500;500;9;250;19.08;500;17.89;0.75;16000;406.0791617
350;700;28;175;28;525;34.26;0.25;7000;3483.471754
1000;400;8.57;750;46.18;250;19.08;0.25;24000;9493.912489
333;1000;3.33;500;6.84;500;8.68;1;38000;93.948533
350;700;6;175;7.55;350;18.97;-0.75;21000;258.0058575
900;225;36;900;48.79;675;36;-1;34200;17134.38872
500;143;2.81;125;10;375;20.33;0;15000;259.171237
700;233;28;700;28;700;28;0;5600;56799.02748
300;600;2.88;150;4.82;450;14.45;-0.75;14400;236.487376
300;200;1.69;150;8.13;300;5.21;-1;8400;108.055242
300;86;1.44;75;1.44;75;5.17;-1;3600;10.83766977
1000;286;6.79;1000;21.05;750;10.26;1;22000;4281.249009
700;700;3.94;350;13.82;175;3.94;1;9800;702.8432112
1000;667;3.71;1000;13.68;250;20;-0.75;26000;1492.603
500;500;1.86;250;9.87;125;1.86;-0.25;17000;111.5701711
600;240;6.97;300;14.05;450;27.71;0.25;19200;752.8296981
533;800;9.29;800;13.89;200;10.11;-0.25;14400;4627.923025
500;333;5.81;375;23.09;250;12.63;0;17000;984.2145673
400;114;2.72;100;8;300;8.53;-0.5;3200;197.7856769
300;75;1.69;300;15.16;225;8.05;0.5;5400;773.8502158
600;600;2;150;5.92;300;19.58;-1;21600;167.9866662
800;267;4.5;200;4.5;600;45.79;1;32000;1296.534185
1000;250;4.19;500;19.74;1000;43.16;1;8000;12236.58114
600;300;2.23;150;5.37;450;24.39;0.25;2400;1345.144014
800;320;3.35;800;43.37;800;43.37;0.5;16000;18970.80345
250;1000;5.62;750;60;250;8.95;-0.5;30000;11420.79211
1000;1000;3.71;1000;17.37;500;17.89;0.75;16000;12676.15039
467;700;2.93;350;22.84;350;6.08;-0.25;25200;573.02205
120;300;2.57;225;12.2;150;8.68;0;4200;524.0845439
600;900;4.32;675;41.57;450;12.79;0.5;9000;26854.16938
700;280;12.6;525;18.79;700;48.26;0;22400;5485.751131
229;800;4.5;200;15.26;800;43.37;0.75;24000;2814.630606
320;800;3.35;600;10.42;800;49.26;0.75;28800;3470.392766
500;1000;3.33;750;54.47;500;40;-1;36000;9038.670672
600;900;7.71;450;27.71;675;44.05;1;30600;1927.415406
700;467;12.6;175;12.6;700;45.68;1;22400;2188.050729
600;150;2;150;8.13;300;24;0.75;13200;215.5310465
1000;250;3.33;500;12.37;500;32.63;0.75;40000;597.6041672
300;300;1.69;150;1.69;150;8.68;0.25;9600;16.57526412
400;133;7.2;200;7.2;200;7.89;0;4000;404.4005625
700;700;12.6;525;26.53;350;12.6;-1;18200;2103.331993
900;360;6.11;900;35.53;675;46.54;1;16200;14212.21498
900;600;3.77;225;4.74;450;11.13;-1;14400;236.3012557
267;400;1.48;200;3.47;200;10.11;-1;9600;101.2631502
75;300;12;300;12;150;12;-1;3000;1026.561648
900;257;5.06;225;18;450;19.42;0.75;25200;228.4728157
467;700;2.33;350;3.5;700;30.21;0.5;7000;2079.227745
600;400;2;300;5.21;150;9.79;0.5;18000;64.39207764
320;800;3.35;400;21.68;800;10.95;1;30400;408.5816235
257;900;36;225;36;450;36;-0.5;18000;3266.058181
320;800;4.5;600;6;800;61.05;1;17600;6604.317136
350;700;6;700;48.26;175;7.55;-0.25;23800;8580.583944
300;75;1.69;75;1.69;225;16.34;-0.75;11400;114.8389156
500;500;2.09;500;25.26;375;20.33;-0.5;6000;18331.35787
600;200;24;150;24;300;24;0.5;20400;361.2776147
800;267;5.43;600;14.84;200;12.32;0.5;19200;1120.916235
700;350;2.93;525;5.25;525;24.59;0.25;28000;578.2650679
500;333;2.4;125;4.47;250;11.71;-1;2000;841.863116
257;900;36;900;36;675;36;0.75;21600;9583.080571
320;800;3.84;200;5.68;400;4;1;12800;34.0246331
500;500;1.67;125;9.08;500;27.11;-1;16000;852.5458443
86;300;2.57;300;15.16;150;8.13;0.75;10800;217.2931741
300;200;1.44;225;16.34;300;10.74;0.75;1800;3186.956283
450;900;16.2;900;22.26;900;16.2;0.5;30600;3360.611669
200;400;1.48;300;18.47;100;5.05;0.75;8000;557.2829506
300;100;1.44;150;4.26;150;5.92;0.5;7800;19.94640287
300;75;1.11;75;1.86;150;3.71;0.5;6000;3.345882322
280;700;3.36;350;28;525;20.72;0.25;15400;1538.68099
360;900;7.71;450;14.45;450;16.11;0.75;3600;11754.32348
167;500;20;250;20;125;20;0;6000;1245.651283
600;400;5.14;600;30.32;450;5.14;-0.25;15600;6555.462832
125;500;9;375;21.71;500;23.42;1;15000;967.0213792
600;171;2;300;15.16;300;18.47;1;21600;179.9812228
125;500;9;250;11.71;500;38.16;0.25;11000;2946.78337
400;160;16;300;22.89;200;16;0;12800;848.5951374
667;1000;3.33;750;29.61;750;35.13;0.5;10000;25900.70607
500;333;2.81;250;15.39;250;12.63;0.25;16000;211.7059998
400;1000;40;250;40;750;51.71;1;38000;2862.089143
360;900;16.2;450;27.71;225;16.2;-1;5400;5058.022232
225;900;16.2;675;51.51;675;54;0;28800;11294.68034
667;1000;40;500;40;750;40;-1;12000;29162.21145
286;1000;5.62;500;8.68;1000;65.26;1;28000;7719.467884
600;150;3.38;600;41.37;600;43.58;0.5;15600;8753.536481
1000;250;40;750;60;750;40;1;12000;28381.76234
900;225;3.77;900;38.84;225;15.51;-1;25200;9083.482843
333;1000;3.71;500;25.26;250;13.55;1;38000;451.8118847
400;133;16;400;16;400;16;-0.75;8000;3512.251068
360;900;3;675;49.03;450;21.08;-0.25;36000;5658.918892
300;200;1.69;75;2.68;150;7.58;-1;1200;188.2361176
300;120;1.44;150;10.89;75;2.13;0.5;7200;53.90924333
500;333;2.81;500;12.37;500;32.63;-1;8000;9563.318113
400;100;4.65;300;6.32;100;5.42;-0.25;13600;128.7892445
240;600;3.38;150;7.58;600;25.89;0;6000;2078.307231
600;300;10.8;450;10.8;150;12;-0.25;13200;1164.050133
300;150;2.04;150;5.92;75;3.24;-0.75;10800;18.55271008
667;1000;5.62;250;15.39;500;36.32;-0.5;6000;4821.579493
1000;250;6.79;250;11.71;750;15.79;0.5;16000;438.1400069
900;600;5.06;675;41.57;225;11.37;-0.25;36000;5003.989574
100;400;16;300;16;200;16;1;3200;1884.26845
533;800;4.5;400;29.05;400;27.58;0.5;22400;1209.961438
100;300;1;75;5.72;300;20.68;0.5;12000;237.5063685
400;100;2.72;400;32;300;4.11;0.25;9600;2836.746268
200;700;12.6;700;43.11;700;40.53;0.5;5600;53985.5757
286;1000;8.57;250;8.57;500;34.47;1;6000;1739.836324
320;800;3.84;400;4;600;19.26;-1;25600;718.4331757
800;533;2.97;400;18.74;200;10.84;-1;22400;379.6107966
500;500;1.67;375;21.71;375;10.66;-0.5;7000;5484.139972
280;700;8.13;350;20.26;175;8.13;-0.75;16800;510.6064185
1000;500;6.79;1000;35.79;750;10.26;0.25;38000;7151.380742
400;267;1.92;400;14.32;400;26.11;0.25;10400;1597.221766
240;600;6.97;450;29.37;150;11.45;0.5;24000;860.4759672
800;267;4.5;200;13.05;600;39.16;0.75;22400;1278.17835
700;700;2.33;700;12.16;350;13.82;0.25;16800;2720.726825
300;300;3.48;150;5.92;150;4.26;-1;8400;49.35531197
320;800;6.86;400;26.11;800;8;-1;12800;4991.055819
267;800;5.43;600;45.79;400;20.21;0.75;30400;2648.385275
1000;500;5.62;250;13.55;250;5.62;-1;24000;140.6536643
320;800;5.43;800;37.47;200;5.43;-0.5;22400;6325.811243
225;900;3.77;225;12.2;675;44.05;0.75;5400;5062.556917
400;400;4.65;100;4.65;400;4.65;1;15200;9.592800728
450;900;4.32;675;49.03;450;11.13;0.75;34200;3469.501164
200;400;4.65;100;4.68;300;10.74;0.5;7200;67.25131182
150;300;5.4;300;17.37;150;5.4;-0.75;3000;1331.759008
700;700;8.13;525;20.72;350;28;0.75;16800;1933.472616
360;900;7.71;225;16.34;225;7.71;0.5;23400;94.60632415
143;500;2.4;500;21.58;500;40;0;19000;3324.105964
900;225;4.32;675;29.13;225;16.34;-0.25;25200;5066.43721
100;400;1.92;100;2.47;100;3.21;-1;5600;10.33653292
350;700;6;700;45.68;700;9.58;1;7000;31146.28175
900;600;7.71;675;9.24;225;11.37;0;27000;985.9435673
225;900;4.32;675;39.08;675;34.11;0.5;30600;4107.477009
86;300;12;150;12;225;17.17;-0.25;8400;306.0347612
500;250;20;375;20;375;20;0.75;6000;2945.605607
167;500;2.09;375;17.57;500;14.21;-0.75;11000;2119.470777
900;360;16.2;900;32.21;900;32.21;1;12600;19159.92996
900;450;3.77;450;19.42;900;52.11;-1;30600;7743.984399
229;800;6.86;600;41.37;400;15.79;0.75;22400;3183.363849
700;200;28;700;28;350;28;-1;4200;34300.26217
1000;500;8.57;1000;43.16;250;17.24;1;24000;10484.93456
133;400;1.92;200;7.89;300;11.84;-0.75;6400;410.8865538
700;467;8.13;525;36.2;175;8.13;-0.5;25200;3620.133743
100;300;1.11;225;8.05;225;11.37;-0.75;7800;256.0257609
125;500;9;250;17.24;500;21.58;-0.25;6000;3297.684517
500;167;9;125;9;250;14.47;1;16000;55.46247298
450;900;3;450;14.45;450;36;-0.75;10800;5778.982798
500;125;4.29;375;27.24;375;21.71;-0.75;11000;4030.356392
400;160;4.65;200;16;100;5.79;0.25;10400;165.447904
600;400;5.14;450;32.68;150;12;0;20400;2042.17757
300;600;10.8;600;28.11;450;10.8;0.5;21600;1955.292664
229;800;4.5;200;7.89;400;27.58;-0.75;11200;1282.101823
700;350;3.36;525;12.99;175;13.36;-0.5;4200;5904.701668
600;600;4.08;150;5.92;450;17.76;1;3600;365.3948812
600;150;2.23;450;6.16;450;21.08;0;8400;1783.864705
400;800;2.97;400;27.58;800;37.47;0.75;20800;2784.671264
1000;333;6.79;250;16.32;250;6.79;0.25;8000;824.3960249
1000;286;4.19;250;14.47;500;38.16;0.25;36000;783.6670898
250;1000;3.33;500;21.58;1000;76.32;1;38000;8759.99254
250;1000;18;750;37.89;500;23.42;0.5;32000;3678.456642
286;1000;40;250;40;500;40;-0.5;32000;2962.562242
75;300;1.26;225;5.57;75;1.86;0.75;6600;42.27557282
300;200;1.44;300;10.74;75;5.17;-1;11400;90.90593862
300;120;1.44;150;3.71;75;1.44;1;5400;14.54177683
250;1000;8.57;250;8.57;500;36.32;0;12000;2268.829655
86;300;1.44;225;6.39;75;1.44;-1;9000;16.00377593
225;900;16.2;225;16.2;225;16.2;0.5;23400;156.3726311
300;200;1.69;225;13.86;150;9.79;-0.5;6600;546.9865223
700;175;2.93;175;4.97;350;17.68;0.25;9800;209.4327365
800;320;3.35;800;49.26;200;14.53;-0.5;27200;16388.05854
120;300;1.11;150;9.79;300;17.37;0.75;7800;217.2634172
150;300;1;75;5.17;75;2.68;0;11400;2.595608378
500;167;20;125;20;500;27.11;0.25;17000;903.4694997
800;800;9.29;200;9.29;400;27.58;-0.25;27200;411.9210333
200;400;4.65;100;4.65;300;12.95;0.5;8000;94.54883318
150;600;4.08;300;22.89;600;32.53;0.25;16800;2318.925674
400;100;2.72;300;21.79;300;7.42;0.75;14400;345.3666254
900;257;4.32;675;54;225;7.22;0;34200;6584.755327
1000;1000;4.19;500;30.79;1000;50.53;0.5;6000;33482.68147
800;200;5.43;400;15.79;400;11.37;0.5;14400;770.8797675
400;800;2.67;400;27.58;600;6;1;19200;809.2209194
533;800;14.4;600;14.4;600;45.79;0;20800;4671.125748
200;700;4.75;525;5.25;350;21.55;0.75;8400;1112.662673
114;400;3.43;400;15.79;100;6.89;0.5;8800;660.2407749
333;1000;40;500;40;250;40;-0.5;38000;3154.173837
800;800;9.29;200;9.29;200;9.29;-0.25;8000;426.7786841
360;900;3.77;450;17.76;900;35.53;1;7200;7065.217652
667;1000;11.61;250;17.24;250;13.55;-0.75;22000;396.9198217
160;400;16;200;16;100;16;0.5;12000;161.1659709
500;333;2.81;125;2.81;125;7.7;1;14000;5.932151418
700;175;4.75;175;4.75;525;16.86;-0.75;14000;304.4141485
100;300;2.04;150;2.05;225;9.71;-0.75;9600;70.9758252
143;500;9;250;9.87;250;16.32;0.25;11000;251.9172029
1000;500;5.62;500;16.05;500;5.62;0;12000;3552.833171
800;800;14.4;800;52.21;200;14.4;-0.5;4800;42696.21627
143;500;1.67;250;6.18;250;4.34;1;16000;27.83806533
160;400;1.67;200;2;100;2.11;-0.75;4000;48.07589703
200;600;24;450;31.03;450;34.34;-0.25;14400;4946.765923
400;400;1.48;300;4.11;400;30.53;-0.25;12000;1090.67672
300;300;1.11;225;6.39;225;18;0.75;12000;114.9622727
160;400;1.67;100;2.84;200;10.11;0.75;1600;105.3902723
267;400;7.2;100;7.2;400;21.68;-0.25;16000;454.9242976
400;160;7.2;100;7.26;200;7.2;-1;8800;59.12958661
150;600;2.51;450;32.68;300;15.16;0.25;15600;2058.98045
400;800;9.29;800;13.89;400;17.26;0.5;8000;12204.28801
900;360;7.71;675;34.11;675;41.57;-1;23400;12339.50859
175;700;6;175;6;525;36.2;1;16800;1028.995451
286;1000;18;250;18;750;18;-0.25;20000;1266.420857
400;400;2.25;200;5.68;100;5.05;-0.25;15200;36.62187383
533;800;2.67;600;23.68;600;34.74;1;6400;15993.99156
114;400;7.2;100;7.2;300;7.2;1;16000;22.36021279
500;143;5.81;250;11.71;250;10.79;1;17000;83.10183075
250;1000;5.62;750;26.84;1000;24.74;0;36000;4056.222223
900;360;16.2;225;18;900;45.47;0.75;16200;4193.201262
800;800;6.86;600;10.42;400;17.26;0.75;9600;3916.436157
500;125;20;250;20;375;20;-1;12000;1430.466118
500;1000;6.79;1000;28.42;500;32.63;0;10000;51706.02913
900;900;7.71;225;16.34;675;31.62;-0.5;9000;2848.075087
160;400;1.48;400;15.79;100;2.47;-0.5;9600;560.7871207
250;500;1.86;500;28.95;375;17.57;0.75;18000;1496.510154
800;229;4.5;400;12.84;400;15.79;-0.5;30400;496.5781092
500;1000;5.62;500;36.32;250;18.16;1;38000;859.3228273
100;400;7.2;200;7.2;300;19.58;0.5;4000;688.0238021
257;900;36;675;36;675;44.05;0;14400;16678.38421
900;225;36;675;36.59;675;36;1;18000;6968.349568
300;100;1.11;225;5.57;75;5.45;0.75;10800;26.48029439
700;200;8.13;175;8.13;350;12.53;-0.25;7000;363.7752066
500;250;4.29;125;7.24;500;32.63;-0.25;5000;2124.755609
300;300;1.26;150;4.26;300;12.95;1;12000;54.9312362
400;267;1.92;100;2.84;100;1.92;0.75;6400;5.170898921
100;300;2.57;75;2.57;300;12.95;-0.25;12000;150.6560517
1000;250;3.33;1000;32.11;1000;57.89;0.5;32000;13434.58704
143;500;1.86;250;11.71;125;1.86;-0.75;20000;68.68228937
400;200;4.65;300;4.65;100;6.16;0.5;10400;84.79349724
300;150;2.04;150;3.71;225;8.05;0;3600;116.0237565
700;200;12.6;175;12.6;175;12.6;1;18200;60.03816057
233;700;8.13;350;17.68;350;13.82;-0.5;2800;14309.14453
150;600;2.88;300;12.95;150;5.37;0.75;4800;917.0810013
600;600;4.08;150;6.47;300;4.08;0.75;22800;11.65975803
800;800;6.86;400;26.11;600;21.47;0.25;28800;1009.226275
1000;1000;3.71;750;48.95;500;38.16;-0.75;10000;59784.21898
800;800;3.35;600;32.53;600;30.32;-0.5;24000;6907.436161
700;280;2.33;350;15.11;175;2.33;-0.75;16800;287.7614407
900;450;7.71;675;7.71;675;46.54;0.25;32400;2767.671194
533;800;4.5;600;45.79;400;17.26;-0.75;27200;5745.274791
600;600;2.51;450;22.74;300;9.63;0;21600;1177.968815
300;200;2.57;300;11.84;150;7.03;0.5;4200;1031.632099
120;300;1.69;225;16.34;300;18.47;-0.75;7800;1009.105126
1000;286;6.79;250;18.16;250;15.39;0.5;34000;113.7661406
600;150;2.88;150;8.13;450;6.16;0.5;8400;82.69416923
700;350;3.94;175;8.84;700;40.53;-0.75;12600;3515.740302
500;167;2.4;500;30.79;500;8.68;-1;17000;2773.565628
400;100;7.2;400;9.89;100;7.2;-0.75;11200;512.3524316
200;500;20;250;20;125;20;-0.75;18000;465.9350519
200;300;2.04;75;3.51;300;5.21;-0.25;6600;18.51617729
286;1000;5.62;500;27.11;750;43.42;0.25;12000;9655.922721
1000;1000;11.61;250;15.39;1000;21.05;1;2000;13383.25121
300;600;24;300;24;300;24;0;16800;1036.74904
700;175;12.6;350;22.84;700;19.89;-0.75;9800;4709.422213
1000;286;3.71;1000;21.05;750;35.13;0.5;12000;22388.86552
700;700;4.75;175;6.91;700;25.05;-0.25;21000;747.6243481
1000;400;3.71;250;17.24;1000;24.74;1;38000;614.7546689
467;700;12.6;525;26.53;350;20.26;-0.5;16800;4033.116677
1000;286;3.71;250;8.95;500;36.32;1;26000;626.6577459
500;333;4.29;125;8.16;500;17.89;0.5;10000;282.1875069
1000;400;4.8;750;48.95;500;38.16;-0.25;38000;9356.539651
800;229;14.4;600;39.16;200;14.4;-0.25;16000;10477.3917
200;300;1.11;150;8.68;75;3.24;1;10800;17.44775351
467;700;3.94;175;4.97;350;16.39;1;5600;190.5128284
400;400;1.33;400;30.53;300;15.16;-1;5600;5593.524314
1000;1000;11.61;750;48.95;1000;80;-0.5;14000;87670.38977
267;800;9.29;800;49.26;800;31.58;0.75;9600;35138.39194
267;800;2.97;600;45.79;600;39.16;-0.5;14400;17768.25938
400;400;1.92;400;11.37;300;9.63;0.5;8800;911.3513921
800;229;14.4;800;43.37;800;49.26;0.25;27200;12328.78002
800;267;32;200;32;200;32;0.75;14400;704.6794055
900;600;6.11;225;6.11;450;6.16;1;32400;24.74176077
600;600;10.8;150;10.8;150;10.8;-1;21600;81.99107606
1000;500;6.79;500;28.95;250;15.39;0.75;34000;794.0059777
200;400;16;400;27.58;200;16;-0.25;14400;1734.874184
900;900;7.71;225;10.54;675;44.05;1;23400;1495.770874
360;900;5.06;225;16.34;900;25.58;0.75;10800;1475.288469
900;900;7.71;675;39.08;225;15.51;0.25;5400;86115.57369
900;900;10.45;225;10.45;675;11.72;-0.75;5400;2710.299067
250;500;2.4;125;2.4;125;7.24;-0.25;9000;15.25707287
700;200;2.33;525;9.12;700;35.37;0.75;19600;1965.669724
800;533;4.5;400;11.37;400;4.5;0.25;8000;2025.034096
200;600;2;300;17.37;300;8.53;-0.25;3600;4401.15602
600;900;6.11;900;62.05;675;54;0.25;23400;27740.38897
400;160;2.25;400;26.11;300;9.63;-0.25;8000;4435.693582
320;800;14.4;400;14.4;800;34.53;0;8000;8508.336202
900;600;6.11;450;19.42;675;19.18;0.5;21600;1084.178884
533;800;9.29;600;9.29;400;23.16;-0.75;8000;9388.189286
1000;286;8.57;250;10.79;250;11.71;0.5;24000;94.88312961
300;120;1;150;2.05;225;2.25;-0.25;6600;16.98109511
400;600;3.38;600;45.79;300;20.68;-0.75;10800;10747.59423
400;160;1.92;100;6.53;300;19.58;-0.5;14400;203.4012707
700;350;12.6;175;14;350;12.6;-0.25;7000;624.7243813
300;900;7.71;675;51.51;900;45.47;-0.25;9000;63475.70369
800;800;9.29;600;39.16;400;9.29;0.5;30400;2642.39131
500;1000;5.62;750;60;1000;13.68;0.5;34000;8323.505128
250;500;1.86;125;5.39;375;23.09;1;13000;247.4005063
333;1000;18;500;28.95;750;35.13;0.5;32000;2438.194687
1000;333;18;1000;32.11;500;21.58;0.25;14000;29012.25797
600;150;3.38;450;19.42;150;6.47;-0.25;10800;2979.59412
900;300;6.11;450;6.11;225;14.68;-0.75;10800;995.5190964
800;800;4.5;800;55.16;400;27.58;0.75;30400;8103.08626
300;300;12;75;12;75;12;0.5;9000;29.2187612
175;700;2.6;525;22.66;525;14.92;-0.5;15400;3059.59349
400;200;1.33;200;2;200;8.63;-0.25;9600;45.3498312
500;250;2.09;375;21.71;125;2.63;1;19000;339.9110913
900;300;3.77;450;16.11;900;55.42;1;36000;3758.921163
800;267;14.4;400;14.4;600;39.16;0.5;24000;1775.94506
400;800;32;200;32;800;34.53;1;4800;5657.689068
700;350;6;525;20.72;175;11.42;0;7000;10039.90651
600;200;2;150;6.47;450;24.39;-0.5;12000;570.3434079
400;1000;8.57;250;15.39;750;40.66;0.25;2000;19825.32588
1000;333;4.19;1000;72.63;250;11.71;0.75;8000;127512.598
200;400;4.65;300;8.53;300;5.21;-0.75;8000;492.786154
200;600;3.38;150;12;150;8.68;-0.25;21600;36.01762071
900;900;10.45;450;27.71;675;31.62;-1;7200;32574.77961
350;700;4.75;175;4.75;700;30.21;-0.25;16800;2164.535584
