hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y,y_norm
700,700,2.6,350,4.79,350,4.79,-0.75,4200,3859.66324,2.7168528224
800,320,5.43,200,12.32,200,12.32,1.0,28800,34.82748769,1.0779566211
600,150,4.08,600,19.26,600,19.26,0.0,9600,7711.894333,2.1391331873
400,267,1.33,100,5.42,200,5.68,0.75,4000,30.52339569,0.4210105189
600,400,10.8,150,10.8,600,34.74,0.5,15600,1459.793228,1.8470391292
75,300,1.26,150,4.26,300,8.53,-0.75,11400,107.5448466,3.4739719911
900,900,16.2,900,32.21,225,16.2,-1.0,28800,2562.047962,2.0021967052
700,467,2.93,350,22.84,175,5.62,0.25,7000,3253.053223,5.3729467647
500,250,3.4,500,32.63,375,30.0,-0.75,9000,12285.31192,3.4179483232
286,1000,11.61,1000,61.58,1000,17.37,0.5,10000,90685.40468,1.7744595369
500,143,1.86,125,3.09,375,20.33,1.0,3000,415.3025949,0.3371711144
300,200,3.48,300,22.89,300,22.89,0.0,7200,2011.737262,1.9353017559
300,600,10.8,300,24.0,450,11.13,-0.25,16800,851.3927503,1.856845261
280,700,2.6,525,26.53,525,11.05,-1.0,7000,12146.26658,2.3245092138
800,800,3.35,200,14.53,800,40.42,0.25,6400,4104.917223,0.3252473584
200,400,2.72,100,5.42,300,9.63,-0.75,2400,297.2218331,0.5213176722
500,200,2.09,375,13.42,375,13.42,0.25,20000,352.7026839,1.7289887475
800,200,4.5,200,4.5,600,39.16,-1.0,17600,2206.956982,3.1023834507
800,800,6.86,600,17.05,200,6.86,1.0,16000,1836.371301,3.9101613885
600,240,5.14,600,10.42,600,10.42,1.0,13200,1029.81387,0.9858797695
400,114,3.43,300,6.32,300,6.32,-0.75,15200,171.4744221,3.6286847428
500,250,2.81,500,36.32,500,36.32,-0.25,7000,21968.8023,2.4138504418
400,100,1.67,200,12.32,200,12.32,-0.25,8800,277.0517246,2.5416787343
143,500,2.81,375,24.47,250,2.81,0.0,10000,1478.431612,4.2984522525
300,300,3.48,225,6.39,225,6.39,-0.75,6600,283.8701658,2.8639393538
600,300,3.38,600,12.63,150,3.38,-0.5,24000,636.6305567,8.1653768765
350,700,2.93,175,6.91,525,14.92,0.0,21000,189.0791272,1.385612194
500,500,5.81,375,6.51,375,21.71,0.25,6000,1732.050873,0.8901499551
250,500,1.86,250,5.26,375,20.33,-0.5,19000,372.1560974,2.7633306029
800,267,2.97,800,22.74,800,22.74,0.0,11200,20040.00027,2.0506310656
400,800,32.0,400,32.0,200,32.0,-0.25,25600,1899.34794,2.6344578459
800,533,2.97,200,10.84,200,13.79,0.5,25600,50.23076038,1.3689909293
900,450,5.06,450,24.39,900,38.84,1.0,34200,1984.180543,0.9627111561
600,600,3.38,300,15.16,450,16.11,0.5,19200,322.079594,0.9483301925
120,300,1.69,225,16.34,150,6.47,0.25,9600,208.5647044,2.9330133018
300,200,5.4,75,5.4,75,5.4,-0.5,3000,45.62011958,2.7407732848
300,200,1.44,225,16.34,225,14.68,-0.25,3600,1879.402024,2.436261533
700,233,8.13,175,12.71,175,8.84,-1.0,4200,681.7280401,2.2243516009
267,400,1.67,200,7.16,100,2.47,0.75,11200,33.9975239,3.4180247251
700,280,28.0,525,36.2,175,28.0,0.5,19600,2987.336924,2.6737051283
200,600,2.0,450,34.34,600,48.0,-1.0,12000,16640.40076,2.7436660637
1000,400,3.33,750,21.32,250,8.95,-0.25,28000,3815.987605,9.3665466826
300,86,3.48,225,7.22,75,3.48,-0.75,5400,114.0693372,4.1387598649
450,900,3.0,225,13.86,675,41.57,-0.5,21600,3420.241451,2.9301207117
600,300,4.08,600,23.68,600,28.11,0.0,14400,6021.416733,1.9018294569
900,900,16.2,450,16.2,450,16.2,0.75,19800,908.0270419,1.1477000735
300,300,2.04,225,3.91,75,3.24,0.0,2400,606.6405244,5.4523449012
400,114,1.92,400,26.11,200,7.16,0.75,4800,3789.965597,3.2815837366
167,500,20.0,250,20.0,375,27.24,0.0,2000,10757.75423,0.9022196217
350,700,28.0,525,28.0,700,53.42,0.5,22400,6029.285304,1.3652107751
600,300,6.97,150,10.89,450,27.71,1.0,21600,362.4374058,1.5700268752
400,133,7.2,400,27.58,400,27.58,-0.25,8800,5413.685767,2.4723914997
1000,667,4.19,1000,57.89,750,43.42,-0.25,20000,63735.5329,3.4505103839
400,114,2.25,400,29.05,400,9.89,0.25,3200,15275.85391,2.4074508889
200,400,7.2,400,8.42,100,7.2,-0.5,13600,214.471446,3.6828603625
500,333,1.67,375,16.18,250,10.79,-0.75,14000,811.0544872,3.5052688283
800,533,32.0,200,32.0,800,32.0,0.5,32000,1859.4685,1.2410362149
300,75,5.4,150,10.89,225,7.22,1.0,8400,53.29321822,0.9391493257
250,1000,8.57,250,13.55,500,27.11,1.0,20000,486.015222,0.9668702761
1000,250,8.57,1000,21.05,1000,21.05,-0.25,30000,8928.725798,2.7021177667
400,400,2.25,100,8.0,300,19.58,-1.0,6400,363.5289303,1.4548841333
333,1000,4.19,1000,61.58,500,25.26,0.5,30000,16204.7462,3.0253961143
400,160,2.25,100,2.25,400,15.79,-1.0,14400,194.2317772,3.3079067657
400,1000,4.19,750,24.08,750,13.03,1.0,18000,4175.060932,1.2516014272
500,125,3.4,500,32.63,375,24.47,-0.25,8000,13190.84079,3.8639757055
300,200,1.69,150,10.89,150,10.89,-0.5,1200,3006.455595,2.5307659215
500,200,20.0,250,20.0,250,20.0,-0.75,18000,739.0559988,2.8695679113
333,1000,11.61,500,34.47,250,11.61,-0.75,16000,2753.896383,3.1546706561
75,300,2.04,150,3.71,225,2.25,-0.5,8400,20.12049949,1.8874414828
350,700,2.33,175,6.26,350,20.26,-0.5,22400,241.0857402,2.8227696458
300,120,1.26,75,3.79,150,9.79,1.0,6600,15.29844039,1.0543781714
700,175,28.0,175,28.0,175,28.0,0.25,19600,406.8756951,1.5623521773
320,800,32.0,400,32.0,800,52.21,0.5,3200,48243.60402,0.4968397983
300,86,2.04,225,14.68,225,14.68,0.0,7800,431.893026,2.0404858107
800,533,3.35,600,36.95,200,8.63,0.5,28800,2388.843013,5.4218651883
900,257,36.0,900,42.16,900,42.16,0.25,14400,37465.86466,1.7160821022
700,467,2.33,525,14.92,175,4.33,-0.25,25200,861.4875248,9.5165128267
700,233,3.94,175,9.49,700,35.37,0.5,4200,3534.36463,0.3717621542
450,900,3.0,450,7.82,675,39.08,0.5,25200,1800.542082,1.472485177
900,600,4.32,450,24.39,450,24.39,0.5,28800,935.9544613,1.4020106077
229,800,32.0,200,32.0,800,32.0,0.0,25600,3540.502707,1.9770058287
400,267,2.72,300,19.58,300,6.32,-0.5,15200,663.4710533,4.0979834304
280,700,3.36,350,25.42,350,7.37,0.0,28000,478.3828076,2.7004813828
240,600,3.38,600,8.21,450,29.37,0.75,9600,2259.539031,0.8615957105
900,300,6.11,225,18.0,675,16.7,0.5,32400,254.2832996,0.8365823294
600,400,2.23,150,11.45,150,11.45,0.0,6000,226.1156401,1.9564340961
75,300,1.11,75,4.34,75,4.62,0.5,6000,4.137223869,1.3395557791
250,1000,8.57,500,10.53,250,10.79,0.0,36000,222.0403869,2.5599603549
600,171,24.0,600,24.0,300,24.0,-1.0,4800,15246.6712,1.9507256962
400,400,1.48,200,5.68,200,2.0,-1.0,9600,53.5418242,2.1603693027
280,700,8.13,175,12.71,525,32.33,0.5,2800,3617.723464,0.3196859073
1000,500,18.0,750,26.84,750,26.84,0.5,32000,3278.600086,1.3835819898
400,100,4.65,400,5.47,100,4.65,-0.25,8800,492.5454268,9.1781429588
1000,1000,5.62,250,10.79,750,15.79,1.0,36000,139.8128546,0.4939267886
400,400,3.43,300,15.16,300,15.16,-0.75,9600,1237.763167,2.8688477321
400,267,1.67,300,9.63,300,9.63,1.0,8800,238.5727997,1.0074418227
500,200,9.0,500,21.58,500,28.95,-0.25,16000,3574.025671,2.2711048979
267,400,1.48,400,14.32,200,7.16,0.5,11200,615.993156,3.3130560925
1000,667,40.0,250,40.0,250,40.0,0.5,30000,1022.183855,1.3184753341
500,167,9.0,375,9.0,500,19.74,-1.0,6000,4378.955864,1.9760796433
267,400,16.0,100,16.0,400,16.0,0.0,3200,855.0831692,0.4963311326
200,400,1.33,300,20.68,200,13.05,0.25,15200,398.3194468,2.366789712
700,350,3.36,525,26.53,525,26.53,0.0,19600,3250.105726,1.9862838213
300,200,1.0,75,5.45,75,5.45,0.5,6000,6.591032351,1.4071594588
300,600,6.97,300,12.95,450,29.37,-0.25,21600,1009.149558,2.2844548875
400,100,7.2,100,7.2,300,18.47,1.0,3200,317.3044951,0.5857931549
280,700,2.6,700,56.0,700,37.95,0.0,18200,18268.24029,2.0011291488
200,500,3.4,500,21.58,500,17.89,-0.25,6000,9765.16597,1.9954154975
533,800,3.35,200,15.26,800,43.37,1.0,30400,1813.562373,1.7095166319
233,700,2.33,175,12.71,700,30.21,1.0,7000,1564.095135,0.4437932888
400,133,2.72,100,5.42,100,2.72,0.5,3200,35.36656442,1.7369852772
267,400,1.48,200,10.84,400,9.89,0.75,8000,168.7416156,0.5499959689
800,400,9.29,600,28.11,600,30.32,0.5,24000,2873.562121,1.3630064324
1000,1000,3.33,750,46.18,250,14.47,0.5,10000,43285.40215,5.8365363827
125,500,9.0,125,10.0,375,9.0,1.0,12000,66.60579939,0.6785924382
900,360,6.11,900,65.37,900,65.37,-0.75,16200,110636.3855,3.0819580373
700,233,3.36,350,8.66,175,8.2,-1.0,23800,97.55769515,2.6968936197
400,160,1.67,200,7.89,400,4.0,0.25,9600,83.76999028,0.862082599
700,175,4.75,350,4.79,350,4.79,0.5,12600,153.1017171,1.4427239941
600,150,5.14,600,36.95,600,36.95,0.75,16800,5388.364354,1.2225671088
300,150,2.57,75,4.62,75,4.62,0.75,1200,62.37315054,1.1174904561
600,300,2.23,600,23.68,150,10.34,-0.5,7200,5180.939243,3.2588778078
900,257,3.77,900,58.74,900,48.79,0.0,21600,37677.08514,2.1939174319
600,600,3.38,300,11.84,300,11.84,1.0,4800,1494.225756,0.9898001823
1000,667,3.71,1000,17.37,1000,17.37,-0.5,24000,13238.97233,2.7869901445
300,300,5.4,150,9.24,150,9.24,0.75,2400,355.151776,1.1357293163
133,400,2.25,400,5.47,200,9.37,1.0,8800,187.4736869,1.2973947066
200,600,6.97,150,7.58,150,6.97,0.75,21600,13.69036693,1.16628326
600,400,24.0,150,24.0,150,24.0,0.0,14400,381.2246963,1.8116597342
900,450,5.06,450,34.34,675,39.08,-0.25,3600,77527.36363,1.2119444156
400,200,1.48,300,6.32,300,5.21,0.25,2400,2416.922949,1.6816722256
1000,400,4.8,250,15.39,250,15.39,-1.0,8000,1371.214417,2.5909391753
200,800,9.29,600,32.53,600,25.89,0.0,4800,40202.47454,1.5173821268
250,1000,4.19,1000,43.16,750,15.79,-0.75,10000,50850.21366,2.1132191735
171,600,2.51,450,34.34,450,4.5,-1.0,9600,3559.344012,2.0714264569
257,900,16.2,900,58.74,900,16.2,0.0,18000,31492.9679,2.5264512075
350,700,28.0,700,28.0,525,28.0,0.25,11200,12128.65778,1.8579122501
86,300,1.11,75,4.34,75,2.13,-1.0,3600,11.10783957,2.6273917602
800,320,6.86,200,13.05,400,24.63,0.0,20800,389.4092914,1.610838266
800,267,2.97,200,11.58,800,31.58,-0.75,28800,1484.588729,2.3647253953
500,200,20.0,125,20.0,500,23.42,0.5,2000,2985.557414,0.2642247846
1000,1000,6.79,750,40.66,250,20.0,0.75,12000,23055.12308,4.3078575872
800,267,9.29,200,12.32,200,12.32,-0.25,6400,726.1438827,2.6022813232
600,400,4.08,300,6.32,300,6.32,0.0,3600,2196.280496,1.8912700417
300,120,2.57,75,2.57,300,9.63,-0.75,7200,59.75948209,1.5587964874
900,257,36.0,450,36.0,450,36.0,0.5,16200,4399.846351,1.3921231977
1000,286,4.19,250,17.24,250,17.24,0.75,8000,681.433368,1.1880941562
700,467,6.0,700,9.58,700,9.58,0.25,7000,10750.77408,1.5512155716
400,267,1.48,200,15.26,200,8.63,-0.75,4800,939.9811469,3.192830409
600,400,10.8,150,10.8,450,24.39,0.75,22800,302.9114528,1.5254904258
200,500,4.29,500,36.32,250,15.39,0.75,6000,9197.118396,2.8456710865
450,900,3.34,450,21.08,900,15.63,1.0,34200,537.4882634,0.6404512922
400,800,6.86,400,12.84,400,18.74,0.75,14400,659.9244427,1.0207627048
800,320,4.5,400,11.37,600,10.42,-0.75,25600,597.5173612,2.2957742849
1000,400,18.0,250,18.0,250,18.0,1.0,24000,193.3767113,1.0175003839
300,100,12.0,150,12.0,225,12.0,-0.75,10800,201.6374917,2.40802595
125,500,2.09,250,17.24,500,5.0,-0.75,6000,2029.833238,2.0471979798
200,700,3.36,525,36.2,700,35.37,0.0,18200,6827.549368,1.6629576056
225,900,10.45,900,38.84,900,55.42,1.0,19800,15322.44615,0.9995014938
300,75,2.57,150,4.26,150,4.26,1.0,6600,14.39301414,1.0178235191
700,233,4.75,525,7.18,525,7.18,-0.25,15400,987.7574206,2.5824868437
600,150,2.51,450,34.34,150,7.03,1.0,7200,4188.672605,4.080692594
400,800,3.84,200,5.68,200,6.42,1.0,22400,15.27207347,1.050311913
400,600,2.51,300,14.05,300,4.11,-0.75,6000,1685.363888,2.7089457431
500,500,4.29,500,25.26,125,9.54,-0.75,17000,1145.570843,3.9935857236
350,700,8.13,350,20.26,525,11.05,-0.5,8400,3308.803459,1.7361269274
500,125,20.0,375,28.62,375,28.62,0.75,2000,24650.77298,1.0375865539
900,900,10.45,225,10.45,225,10.45,0.75,27000,65.54149678,1.1912001693
800,800,5.43,800,8.0,200,13.05,-0.5,14400,1593.127667,1.7131338684
120,300,12.0,150,12.0,75,12.0,0.0,2400,509.6715087,2.7427740484
1000,286,3.71,250,6.18,250,6.18,0.75,32000,21.96653292,1.4078123093
400,800,5.43,600,28.11,600,48.0,-0.25,22400,7205.919508,1.9995081592
800,267,3.35,400,14.32,400,14.32,0.25,17600,641.2655573,1.699620201
500,143,4.29,500,30.79,500,30.79,-0.75,11000,11025.19113,3.1713432874
267,400,1.92,300,22.89,100,5.05,0.75,9600,626.9576326,4.7897114254
400,267,16.0,100,16.0,400,20.21,-1.0,2400,2097.713506,0.6349010785
600,200,2.51,150,4.26,300,14.05,-0.25,14400,88.50446998,1.6507025872
600,240,24.0,600,24.0,600,24.0,0.25,22800,2702.673446,1.6478719648
300,150,1.11,225,7.22,225,7.22,-0.5,9600,148.5445255,2.8780713033
1000,286,18.0,250,18.0,500,18.0,1.0,10000,792.3354032,0.5743182439
300,75,2.57,225,11.37,225,11.37,0.5,1800,1895.696625,1.3002272294
300,120,1.69,150,9.79,150,9.79,-0.5,2400,734.6082885,2.9514348535
800,533,2.97,800,37.47,600,8.21,-0.25,30400,8181.310979,5.3822637601
175,700,3.36,175,8.84,175,3.36,-1.0,23800,26.53209923,3.1562805061
600,200,3.38,450,36.0,450,36.0,-1.0,7200,17464.1486,2.5675152012
500,250,2.81,500,23.42,250,6.18,-1.0,12000,1382.179769,2.7452415855
1000,400,11.61,250,15.39,250,15.39,-0.25,14000,600.9325978,2.5323362716
700,175,2.93,700,25.05,175,7.55,0.0,19600,4162.193531,9.2934974659
267,400,2.72,300,20.68,100,4.68,0.75,8800,603.9499486,4.8023345756
86,300,1.11,300,17.37,150,9.79,-0.25,11400,417.6778219,3.5511224925
700,200,28.0,525,40.07,525,40.07,-1.0,28000,6668.630851,2.8005446603
400,600,6.97,600,30.32,300,14.05,-0.75,21600,2847.821237,3.8532765414
200,400,1.92,300,16.26,100,4.32,0.75,3200,2184.26648,4.6841077574
600,600,5.14,600,32.53,150,5.14,-0.25,10800,10980.54887,9.9340275105
400,200,1.92,100,1.92,400,12.84,1.0,7200,94.9621468,0.7061363259
1000,333,5.62,250,17.24,750,40.66,-0.25,24000,2463.851014,1.7645916256
360,900,10.45,225,10.45,675,16.7,-1.0,5400,3124.50912,0.645729702
286,1000,11.61,750,24.08,500,11.61,1.0,18000,3418.098284,1.8633754495
120,300,2.04,225,7.22,75,2.68,1.0,4200,144.388862,3.6462374201
800,533,6.86,400,17.26,400,17.26,1.0,27200,322.5203193,1.0741534294
900,225,4.32,225,8.88,900,22.26,1.0,25200,529.6457786,0.8807712494
667,1000,3.71,250,9.87,1000,28.42,0.0,10000,2511.446545,0.3511595523
600,300,10.8,600,17.05,450,14.45,0.5,24000,1008.480117,1.9321914168
150,600,2.51,150,10.34,450,24.39,0.75,7200,663.205759,0.8343819274
125,500,3.4,250,5.26,375,25.86,-0.5,19000,727.0037463,3.9573546832
400,160,1.33,400,9.89,400,9.89,-0.75,14400,663.938365,3.1285505973
700,233,4.75,700,12.16,700,12.16,-0.25,22400,2133.606629,2.6080090269
120,300,1.11,150,10.89,225,7.22,-0.25,4800,198.6606657,1.5639277539
267,400,4.65,300,9.63,100,8.0,-0.25,16000,151.8969983,4.7030317273
900,600,3.0,450,12.79,225,10.54,1.0,3600,10590.32387,2.3073500095
700,200,3.94,700,35.37,700,35.37,0.5,16800,8726.20426,1.4339204315
700,280,3.94,700,27.63,350,7.37,1.0,22400,1995.120639,2.9525869742
500,333,5.81,125,8.62,125,8.62,-0.75,8000,94.04521631,3.0318623541
800,320,4.5,200,7.89,800,52.21,0.5,24000,4244.383283,2.9754555925
1000,250,3.71,250,16.32,750,60.0,-0.5,30000,5638.345671,3.2627352958
500,200,20.0,125,20.0,125,20.0,0.5,16000,113.2791326,1.3206400738
800,400,14.4,800,40.42,800,40.42,0.25,16000,20898.11932,1.6577185242
400,160,3.43,200,5.68,300,5.21,-0.5,15200,52.48908158,2.0693542365
400,800,3.35,800,28.63,200,10.11,0.25,20800,5142.921119,6.0202716035
900,900,3.34,900,55.42,225,13.86,-0.75,18000,12626.01357,3.0253582467
667,1000,4.19,500,25.26,750,57.24,-1.0,24000,11652.49384,2.5609414888
700,280,28.0,700,28.0,700,28.0,0.0,12600,14869.06772,2.0431357284
500,125,1.86,500,16.05,500,16.05,0.0,12000,2313.106841,2.1559604113
700,700,12.6,525,12.99,525,12.99,0.25,8400,5260.446213,1.5386542041
1000,1000,3.33,250,15.39,250,15.39,-0.5,34000,180.9448369,2.6080947194
333,1000,3.71,1000,72.63,1000,80.0,1.0,12000,92477.57998,0.9857604192
600,600,2.23,450,24.39,450,24.39,-0.75,16800,3668.691323,2.8583091545
900,360,10.45,900,25.58,900,25.58,0.25,36000,4372.528695,1.6849502465
700,700,3.94,700,56.0,350,16.39,0.0,15400,23659.31809,5.6219980622
500,167,2.81,125,7.24,375,25.86,0.5,13000,404.4082926,2.0287525094
267,400,7.2,300,10.74,400,32.0,0.5,3200,4079.969434,0.6827905987
200,600,5.14,150,5.14,450,16.11,0.0,4800,599.8581452,0.6436940979
700,200,2.33,700,14.74,700,32.79,0.0,18200,5050.453447,1.7561033449
600,400,3.38,450,12.79,450,12.79,-0.5,4800,12236.5646,2.6730980421
200,300,2.04,75,3.51,300,5.21,-0.25,6600,18.51617729,0.5735307746
300,150,1.69,75,5.45,75,5.45,-0.75,10800,6.732700224,2.9779080952
1000,667,18.0,750,40.66,500,40.0,-0.75,14000,30027.42812,3.0470275938
1000,667,4.8,1000,24.74,1000,24.74,-0.5,28000,15461.34347,2.7915418223
500,500,3.4,375,23.09,250,12.63,-1.0,18000,733.9706503,2.6463795728
400,100,1.48,400,17.26,400,17.26,0.0,8800,2104.318561,2.1416617495
800,267,14.4,200,14.4,200,14.4,-1.0,24000,203.4835731,2.7069078876
700,700,12.6,700,56.0,700,30.21,-0.75,14000,42275.91877,3.2328447323
800,400,5.43,200,5.43,200,5.43,1.0,11200,45.15882232,1.0552371336
167,500,20.0,125,20.0,375,20.0,0.75,20000,279.6750934,1.2270607194
114,400,7.2,400,7.2,200,7.2,-1.0,13600,148.4344207,2.0104596374
143,500,1.86,125,4.93,125,1.86,-0.75,7000,23.62430912,2.7747785091
700,700,4.75,175,4.75,700,56.0,-0.5,25200,5663.521383,5.3135524377
300,200,1.44,150,9.24,75,1.44,0.25,6000,70.80107158,5.7068272085
350,700,8.13,525,9.12,175,8.13,0.75,16800,448.3064589,2.9219065444
233,700,12.6,350,12.6,175,12.6,0.25,9800,707.1293141,2.4547306773
400,133,1.48,400,18.74,300,9.63,0.75,12800,604.5615371,1.914119812
300,300,1.69,75,2.13,300,6.32,-0.5,7200,19.76197528,0.643164452
600,400,2.51,450,27.71,450,24.39,0.5,13200,2660.455746,1.4260523202
300,86,2.57,75,2.57,225,2.57,-0.5,6600,6.215471929,0.7969982948
160,400,1.67,100,8.0,100,5.79,0.25,8000,16.32141939,1.6910532298
400,200,1.48,100,1.48,100,1.48,0.5,3200,10.31910107,1.3452266419
200,600,5.14,300,18.47,150,10.89,1.0,8400,567.0558135,2.3062788448
500,333,2.4,375,23.09,375,23.09,0.5,12000,1443.3932,1.3684173594
700,280,8.13,175,14.0,175,14.0,0.0,19600,97.83332794,1.965722667
700,700,2.33,525,7.18,350,28.0,0.75,26600,439.6995373,1.1103089821
150,300,12.0,225,12.0,75,12.0,1.0,7200,162.549704,1.8426901535
300,300,1.69,225,13.03,225,13.03,0.25,5400,545.8022837,1.5667520586
225,900,3.77,225,3.77,900,18.95,0.0,32400,824.5622305,3.2036876139
600,200,2.88,450,16.11,450,16.11,-0.5,9600,4167.716516,3.0571362909
300,100,2.57,150,5.37,300,17.37,-0.5,2400,898.1798638,0.9984957343
400,200,16.0,100,16.0,400,16.0,0.75,12000,253.4694758,1.0102077407
300,200,2.57,300,6.32,150,12.0,0.75,4800,384.2951166,1.6306461627
500,125,1.67,250,3.42,250,3.42,-0.5,12000,69.28877285,3.1503748499
1000,333,11.61,250,20.0,250,20.0,-1.0,6000,2954.003019,2.4433417214
700,280,2.33,350,21.55,350,21.55,-0.5,8400,4375.223972,2.9756706757
700,175,2.6,525,16.86,525,16.86,0.75,25200,631.8341019,1.2211099555
200,600,5.14,150,6.47,600,14.84,-0.25,12000,564.4014984,1.692899771
229,800,6.86,200,6.86,800,58.11,0.25,30400,6638.245058,5.3643056865
100,300,1.44,300,6.32,75,2.13,-0.75,1800,136.8347906,0.4457902295
500,1000,5.62,500,25.26,500,10.53,0.0,26000,1477.328076,2.4285786279
500,333,9.0,375,23.09,375,23.09,0.25,15000,1287.666604,1.6140269085
1000,286,8.57,500,8.57,1000,54.21,0.0,34000,6395.528733,2.4777289236
400,160,1.33,200,2.0,200,2.74,0.0,3200,155.0400483,1.7061897441
400,267,1.33,200,2.74,200,14.53,0.0,6400,140.9765691,1.1963313235
800,533,2.67,200,14.53,800,40.42,-0.25,20800,2803.340127,1.8140768983
225,900,36.0,450,36.0,450,36.0,-0.25,7200,16699.78141,1.8205968973
225,900,3.34,675,44.05,225,15.51,1.0,19800,4739.7916,3.3734115676
200,500,4.29,500,30.79,125,8.62,-0.25,3000,18224.44202,3.968098711
333,1000,6.79,250,17.24,250,19.08,-0.5,28000,258.1566546,2.3283626626
86,300,5.4,225,10.54,225,9.71,-0.5,7200,295.0877389,2.3151463213
1000,400,8.57,1000,35.79,1000,35.79,-0.75,16000,63311.36167,3.041714664
800,533,6.86,600,6.86,400,18.74,0.5,17600,903.9082942,1.308017999
100,300,2.57,75,2.57,225,8.05,0.75,12000,15.35990752,1.7768352803
900,257,4.32,675,14.21,675,14.21,-0.25,18000,4227.089059,2.7322658382
400,100,1.48,200,13.05,200,13.05,-0.5,9600,317.41949,2.9384679671
400,267,1.67,400,23.16,400,23.16,0.0,15200,1632.050855,1.9118750151
250,500,9.0,375,10.66,125,9.08,0.25,12000,391.4209707,3.4827550149
171,600,24.0,150,24.0,150,24.0,0.0,2400,2387.717468,1.560683511
800,800,4.5,800,10.95,400,15.79,-0.25,12800,9219.71852,3.5863219734
700,350,8.13,700,43.11,175,8.13,-0.25,25200,8202.254026,10.9457808198
400,200,3.43,100,6.16,100,6.16,0.75,16000,4.704927895,1.2309679254
467,700,8.13,350,8.13,525,34.26,1.0,21000,810.1332632,1.15298678
300,900,36.0,900,36.0,675,41.57,0.25,14400,23568.4294,1.6479701235
700,280,2.93,525,26.53,525,26.53,0.5,28000,1463.970322,1.4232443608
400,100,1.92,100,7.63,100,7.63,-0.75,14400,17.18182473,3.0138604608
300,86,12.0,150,12.0,225,12.2,0.75,2400,490.8526618,0.8046043858
450,900,3.0,450,19.42,450,9.47,0.0,25200,774.5029556,2.30739047
500,500,20.0,375,20.0,375,20.0,-0.5,16000,1834.643604,2.528764876
600,600,10.8,300,10.8,300,10.8,-0.25,20400,278.438895,2.2428812387
1000,250,3.33,500,17.89,500,17.89,-0.25,28000,1354.017838,2.7088605071
250,1000,40.0,750,40.66,750,40.0,0.5,30000,7143.515416,1.3159533771
1000,1000,11.61,500,16.05,250,14.47,-0.5,38000,804.1235073,4.532890302
600,240,24.0,300,24.0,450,24.0,1.0,10800,1285.751551,0.8371460293
143,500,4.29,250,19.08,500,17.89,1.0,10000,634.7207052,0.733719887
133,400,3.43,300,3.43,400,14.32,0.0,9600,355.1089019,1.4801276103
143,500,2.4,250,10.79,500,25.26,-0.75,16000,1665.410645,3.7706902617
1000,1000,11.61,1000,35.79,250,14.47,0.25,26000,13868.17836,6.6389072425
200,800,2.67,600,45.79,200,4.21,-0.25,20800,5883.634798,8.1044051226
1000,400,3.71,1000,43.16,1000,43.16,-0.75,40000,21940.4666,3.0631204749
400,114,16.0,300,16.0,100,16.0,-0.5,15200,577.8829773,4.7340665928
800,320,5.43,400,5.47,400,32.0,-1.0,24000,1098.57053,2.889625466
467,700,6.0,175,6.0,525,42.0,0.75,12600,1763.088295,1.7347788054
700,350,8.13,350,15.11,700,40.53,0.5,2800,17833.13164,0.3559309573
233,700,8.13,175,8.13,350,17.68,1.0,21000,105.3606521,1.1327730985
600,400,2.0,150,5.92,150,5.92,-0.75,12000,48.7838562,3.2095839069
300,900,3.0,225,6.39,675,19.18,-0.25,21600,619.4344679,1.8406273539
1000,400,3.71,250,11.71,250,11.71,1.0,34000,44.4406548,1.115665903
200,600,10.8,600,30.32,600,23.68,-0.25,6000,26000.04558,1.9465169106
900,450,4.32,675,49.03,225,12.2,0.5,34200,4021.469982,5.040756973
300,900,36.0,675,46.54,225,36.0,-0.5,23400,9877.567006,3.8801392356
900,900,10.45,900,58.74,450,16.11,0.5,19800,26537.49012,4.1111944399
500,500,1.67,500,32.63,125,8.16,1.0,11000,3458.871636,5.1127301559
800,800,2.97,800,49.26,800,55.16,-0.75,9600,129971.4134,2.6459685507
800,800,14.4,400,21.68,400,21.68,-0.75,19200,2301.803535,2.8508187853
300,100,2.57,300,7.42,300,3.0,0.25,3000,1221.153961,2.1598954603
100,400,1.33,300,9.63,200,7.16,0.0,5600,493.1066072,2.2950791485
400,133,7.2,200,7.2,100,7.2,0.25,5600,165.5482396,3.080428087
1000,667,4.8,250,6.18,750,13.03,0.75,20000,147.1232082,0.3149631258
125,500,4.29,375,9.28,375,14.8,-0.75,19000,446.6913982,2.52797416
400,114,2.25,300,15.16,300,15.16,0.0,12800,505.416621,2.0455814038
800,200,5.43,200,10.84,200,10.84,0.25,1600,4451.361334,1.4739916045
700,233,28.0,525,28.0,700,28.0,0.5,11200,6880.216801,1.1282688029
1000,400,4.19,500,12.37,500,12.37,0.75,10000,2209.458953,1.1193751236
600,400,10.8,150,11.45,150,10.8,0.25,18000,56.76260671,1.604985938
900,257,7.71,675,41.57,675,41.57,-1.0,19800,17173.17713,2.6918387658
300,120,1.44,150,2.05,225,3.91,0.25,9600,9.537452531,1.051452689
500,143,2.09,125,2.63,125,2.63,0.25,10000,6.790840636,1.9729315462
533,800,3.35,800,43.37,200,10.11,0.75,24000,6586.129005,5.4059381795
600,300,10.8,300,10.8,150,10.8,-1.0,3600,1007.528948,1.2277768993
