hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y,y_norm
133,400,1.92,200,7.16,200,2.0,-0.25,5600,151.7453662,2.5922654869
700,350,8.13,700,12.16,350,8.66,1.0,14000,1712.395434,2.1925785519
500,333,5.81,250,13.55,250,13.55,-0.75,15000,389.9577441,3.0591984156
200,800,9.29,200,9.29,600,17.05,0.25,20800,391.321347,1.4784495101
400,600,3.38,300,12.95,300,12.95,0.0,20400,230.2908744,1.8408300041
700,200,8.13,700,8.13,175,8.13,-0.75,21000,669.5251482,4.2173338884
333,1000,8.57,750,35.13,750,48.95,0.0,36000,7176.355141,1.7605533575
700,233,2.93,175,3.04,700,22.47,-1.0,8400,1023.637054,0.758051956
700,200,12.6,175,12.6,175,12.6,0.25,19600,87.53093507,1.6344450614
700,175,4.75,700,32.79,350,21.55,0.0,14000,11634.21255,4.5926699343
500,1000,18.0,1000,61.58,250,18.0,0.75,28000,15798.87822,4.5207946471
800,400,9.29,200,9.29,200,9.29,0.75,3200,891.8630495,1.1148502274
300,120,3.48,150,3.48,300,9.63,-0.75,10800,75.76050785,2.0442847895
133,400,16.0,400,20.21,100,16.0,0.25,12800,810.4482251,2.9984574066
600,150,10.8,600,39.16,600,39.16,0.0,8400,26363.37865,2.139893983
300,86,12.0,75,12.0,75,12.0,-0.5,1200,559.6006521,2.9239713619
500,333,20.0,375,25.86,125,20.0,-0.5,6000,4735.204977,3.9319059595
700,700,8.13,700,19.89,175,14.0,0.75,26600,1429.406057,3.7285167381
800,800,3.84,800,40.42,800,40.42,0.75,30400,6579.283805,1.1644065461
400,160,2.25,200,13.79,200,7.16,-1.0,7200,304.978474,2.6400617813
360,900,6.11,225,14.68,900,18.95,-0.75,19800,1475.953179,1.3995706608
600,900,6.11,225,6.39,900,9.0,-0.25,9000,470.9866354,0.2105501889
500,200,1.67,375,13.42,125,6.32,0.5,19000,220.7422335,4.3460259655
700,467,8.13,350,15.11,350,22.84,-0.25,19600,831.0870738,2.1685344603
600,600,3.38,450,34.34,600,14.84,-0.5,21600,3427.064629,2.5859038661
667,1000,3.71,750,35.13,500,28.95,-1.0,10000,25865.38108,2.0087560197
257,900,36.0,225,36.0,900,38.84,1.0,1800,30910.16774,0.1388125148
800,800,3.35,800,49.26,800,19.79,-0.25,14400,43544.91158,3.0647152374
800,229,32.0,600,32.0,600,32.0,-0.75,25600,7798.888259,3.0360273103
700,467,3.94,175,5.62,525,26.53,0.25,25200,461.4826944,2.2613585392
700,175,28.0,525,28.0,350,28.0,-1.0,19600,3950.564636,2.8582713054
500,125,2.81,250,9.87,500,5.0,-0.5,9000,399.2758429,1.3645914442
800,320,4.5,400,11.37,800,46.32,0.25,19200,4369.142681,1.6096354126
175,700,28.0,350,28.0,350,28.0,0.75,19600,1030.981892,1.1473094371
225,900,3.34,225,8.88,900,25.58,0.25,27000,1406.05496,2.2242340531
267,400,4.65,300,18.47,100,5.05,0.0,8800,770.7345882,6.8139128274
1000,333,11.61,250,14.47,1000,13.68,0.25,24000,434.9608801,0.5045024142
700,233,12.6,175,12.71,175,12.71,0.75,28000,44.18152266,1.17523725
1000,500,8.57,750,13.03,750,13.03,-1.0,36000,1803.162869,2.6541280436
133,400,1.33,300,9.63,100,7.26,-0.25,3200,1175.971131,3.5039731962
800,229,2.67,200,13.79,600,41.37,0.75,24000,1383.060103,1.8794223188
800,229,3.35,600,25.89,600,21.47,0.25,27200,2149.714822,1.8066749943
900,257,7.71,450,9.47,225,7.71,-1.0,7200,749.5464823,1.1068377257
300,100,1.0,75,2.41,225,13.03,-0.5,12000,59.03638807,3.6068843473
500,333,20.0,500,36.32,500,36.32,-0.5,13000,11051.91129,2.6840882229
1000,500,4.8,1000,61.58,500,27.11,0.75,30000,16171.7677,2.8338381134
125,500,2.09,125,8.16,375,24.47,-1.0,15000,955.0262537,5.9008503342
300,300,2.04,225,3.91,75,4.89,-1.0,600,1074.498479,0.4948672089
500,125,2.09,375,9.28,375,18.95,-0.5,9000,1674.794307,2.5094720167
600,900,5.06,450,34.34,225,8.88,0.0,3600,44574.1983,5.0807181331
700,350,8.13,350,8.66,700,8.13,0.5,21000,221.3833532,0.7478046301
500,200,9.0,500,27.11,500,27.11,0.75,14000,2532.840758,1.2031594392
125,500,1.86,375,24.47,500,5.0,0.0,13000,1339.624025,2.242581889
500,333,2.09,125,3.09,375,20.33,-0.75,17000,261.7732312,3.1696842133
300,600,4.08,300,24.0,600,17.05,0.25,8400,2015.840417,0.7895082735
900,360,7.71,675,34.11,675,41.57,-1.0,23400,12339.50859,2.7530283662
800,320,5.43,400,21.68,600,19.26,-0.5,24000,1526.319045,2.0597917962
900,257,5.06,225,14.68,225,14.68,-1.0,14400,377.0500958,2.8303370216
600,400,3.38,600,8.21,150,9.24,-0.5,16800,498.5396229,2.9641987809
1000,250,4.19,250,14.47,750,15.79,-0.25,14000,781.0135181,0.648954368
900,600,3.0,225,13.86,900,68.68,0.75,32400,6541.956919,2.7080576837
800,229,6.86,200,6.86,800,8.0,0.75,24000,73.58843082,0.4263300197
400,133,4.65,400,15.79,100,7.26,0.5,10400,650.7976796,4.7940794481
200,800,3.35,400,12.84,400,18.74,0.25,14400,771.5691889,1.3449878327
600,171,2.0,600,28.11,600,23.68,0.75,13200,4274.465241,1.273583598
400,160,4.65,400,14.32,400,14.32,0.25,15200,598.0394245,1.6788018511
300,900,10.45,675,41.57,225,14.68,-0.75,28800,3809.652646,4.5812205958
700,233,6.0,700,27.63,700,27.63,-0.75,28000,6497.712249,3.1240534996
267,400,1.48,400,4.0,100,4.68,0.5,7200,305.1598757,3.8347206449
257,900,16.2,675,49.03,450,21.08,0.75,25200,5023.703827,2.1168072842
600,150,5.14,150,5.14,600,32.53,0.0,24000,1187.943007,3.897107957
400,800,3.84,200,7.16,600,43.58,-1.0,22400,3813.142886,5.3801973322
900,300,3.77,225,3.91,225,3.91,0.5,30600,11.74740975,1.6478286484
900,450,10.45,225,10.45,225,10.45,1.0,12600,135.9715281,1.0441601843
250,1000,18.0,250,18.0,750,18.0,-1.0,40000,1079.445416,2.7904474011
400,267,2.25,400,20.21,100,4.32,-1.0,16000,465.545729,5.1176543945
400,133,1.92,200,10.84,200,10.84,-0.75,5600,560.0485425,3.2169905934
700,467,3.94,700,25.05,700,25.05,0.25,11200,12954.82601,1.5995688849
400,160,1.67,300,18.47,100,7.63,0.25,12800,405.2344702,5.1803961859
500,167,20.0,500,20.0,500,20.0,0.75,7000,4485.59835,1.1644312128
700,700,2.93,175,2.93,175,2.93,0.0,18200,13.49634478,2.0158525564
300,100,2.57,75,2.57,75,2.57,-0.5,5400,6.06303614,3.1244176602
300,86,12.0,150,12.0,150,12.0,-0.5,6000,289.2107839,2.7918159749
800,400,32.0,400,32.0,400,32.0,-0.25,19200,3781.053754,2.2603348808
800,800,32.0,400,32.0,400,32.0,-0.5,32000,2525.650046,2.4285914816
333,1000,5.62,250,9.87,750,54.47,-0.25,24000,7406.307065,4.4242366253
200,800,3.35,400,27.58,800,61.05,1.0,16000,7891.848494,1.1501945392
600,150,2.51,600,12.63,600,12.63,-0.5,14400,3283.88456,3.1761057035
700,200,4.75,350,13.82,350,13.82,-0.75,4200,7773.412065,2.7792139457
800,320,9.29,200,9.29,200,9.29,0.75,11200,106.6632883,1.2160530343
1000,1000,4.19,750,35.13,250,15.39,-0.5,8000,16324.86128,1.7860001964
500,167,5.81,125,6.78,125,6.78,0.75,13000,13.97759184,1.2438645867
600,400,24.0,300,24.0,300,24.0,-1.0,10800,2802.260997,2.7231848642
450,900,36.0,225,36.0,675,36.59,0.25,14400,4257.044514,1.0927256585
300,300,1.69,150,11.45,150,3.16,0.0,6000,131.1346977,2.891760296
1000,400,6.79,500,38.16,750,7.5,0.5,20000,3202.580034,1.4397454998
160,400,1.48,200,15.26,200,4.21,0.5,16000,73.01133595,2.0651774239
300,200,12.0,225,12.0,225,12.0,-0.5,3600,1620.144377,2.7434853579
600,600,2.23,150,6.47,600,25.89,-0.5,9600,1008.055977,0.9059009414
300,150,2.04,300,3.0,150,4.26,0.25,12000,38.09002715,2.7570057692
160,400,4.65,300,22.89,300,12.95,0.25,12000,676.3294008,1.8381031517
500,1000,18.0,500,18.0,750,48.95,0.5,38000,2884.700921,1.6017891252
500,125,20.0,500,20.0,375,25.86,0.75,6000,5174.825943,1.2909488981
600,400,2.88,150,2.88,450,27.71,-0.25,24000,521.7338147,3.8814060957
900,900,4.32,900,48.79,900,28.89,-0.25,18000,45606.89573,2.7042005131
300,300,1.26,75,3.24,75,3.24,-0.25,6000,5.600159211,2.2986272453
1000,1000,18.0,250,18.0,250,18.0,-0.5,2000,30267.40536,2.3908761408
900,257,7.71,675,7.71,675,44.05,0.5,14400,5003.414138,1.0140213733
450,900,3.77,450,29.37,450,9.47,0.0,12600,3971.372058,2.5328443466
600,150,6.97,150,9.24,600,30.32,-0.25,1200,9846.429492,0.1977742293
800,400,5.43,200,5.43,200,5.43,-0.25,27200,28.11295839,2.5077604694
800,533,5.43,600,23.68,600,17.05,1.0,25600,1285.634275,1.144168498
114,400,16.0,100,16.0,200,16.0,0.25,5600,265.1682789,1.257517417
300,75,1.0,150,3.71,300,14.05,-0.75,9000,168.9076487,2.3045602447
86,300,5.4,150,5.4,150,10.89,-1.0,3000,285.7074013,2.2115855817
400,114,2.72,300,20.68,300,15.16,-1.0,4800,3071.811977,2.3935631955
800,200,4.5,800,43.37,800,43.37,-1.0,25600,19207.34581,2.7175993742
450,900,5.06,225,5.06,450,6.16,0.0,3600,978.6835747,0.4981642797
500,125,2.81,250,20.0,250,20.0,0.75,20000,208.0008178,1.2047754881
400,160,4.65,100,6.53,200,4.65,0.75,6400,19.02190956,0.6477489522
700,700,6.0,700,7.0,700,7.0,-0.25,16800,2346.801476,2.2085373194
500,125,9.0,500,40.0,500,40.0,0.5,4000,32180.47931,1.3837730015
400,800,4.5,200,4.5,800,43.37,-0.25,22400,5143.506853,4.7828581904
1000,667,3.33,250,4.34,250,7.11,-1.0,24000,73.96669461,2.8241809157
533,800,3.84,600,30.32,400,27.58,-0.25,12800,10849.92387,3.1498024882
600,400,2.0,600,23.68,450,12.79,-0.25,12000,7850.078727,4.0516796952
114,400,1.92,100,3.21,400,23.16,0.5,14400,436.2327251,3.9111408661
400,100,16.0,100,16.0,100,16.0,1.0,12800,41.61527335,0.9804856505
800,400,5.43,800,31.58,800,49.26,-0.5,12800,44016.87853,2.4766691605
1000,500,3.71,1000,76.32,1000,76.32,0.75,12000,115900.5697,1.1648054219
300,600,2.51,450,24.39,300,12.95,0.75,13200,1455.686249,2.1491005208
300,300,2.57,300,16.26,225,10.54,0.75,4800,1258.748755,1.8871078011
600,300,6.97,450,22.74,450,22.74,1.0,3600,12973.00438,0.9511655333
200,500,1.67,375,23.09,500,38.16,-1.0,17000,4599.664118,3.0155408201
400,160,1.67,400,29.05,400,29.05,-0.5,9600,6095.281451,2.8182054196
200,700,2.6,525,32.33,700,56.0,-0.25,26600,9098.245886,2.35207141
500,167,5.81,250,15.39,250,15.39,-1.0,9000,795.8188191,2.7660671589
300,300,1.26,150,5.92,150,5.92,-1.0,2400,499.3569882,2.6474159645
600,300,5.14,450,9.47,450,9.47,-0.25,13200,1080.953838,2.4651779607
133,400,16.0,100,16.0,200,16.0,-1.0,5600,466.4598099,2.1848415455
800,400,3.35,400,11.37,400,11.37,1.0,14400,429.7507774,1.0246818103
1000,250,6.79,250,6.79,1000,21.05,-0.5,18000,945.5136978,0.7283614737
286,1000,11.61,250,11.61,750,35.13,0.5,22000,1910.922347,1.7134230939
900,600,4.32,225,6.39,225,6.39,-0.5,36000,35.59859517,2.9411655866
900,360,16.2,450,24.39,450,24.39,-0.5,25200,2351.257483,2.8839729851
800,229,14.4,400,27.58,800,16.84,-0.5,12800,4993.009179,1.4827039448
1000,250,18.0,250,18.0,250,18.0,0.0,34000,242.7051113,1.925797634
400,100,4.65,100,4.65,400,17.26,0.5,2400,523.021538,0.3717394752
500,1000,6.79,500,23.42,500,17.89,0.25,28000,1153.818055,1.6938648309
600,300,4.08,150,10.89,600,43.58,-0.5,18000,3032.474557,3.5399695305
700,280,2.6,175,8.2,175,8.2,0.75,15400,30.32451704,1.2439390271
600,400,3.38,600,19.26,600,19.26,0.75,15600,2236.884012,1.1640781876
667,1000,5.62,1000,50.53,250,8.03,0.25,28000,16260.93858,7.7068712598
1000,500,40.0,500,40.0,500,40.0,1.0,26000,3083.35729,1.0325232707
286,1000,40.0,250,40.0,750,57.24,0.75,6000,15311.72085,0.5984453379
700,350,4.75,350,22.84,350,22.84,0.5,14000,1087.020228,1.4031851285
300,100,2.57,150,10.89,150,8.68,-0.5,6000,188.0629364,3.2006693347
320,800,6.86,600,14.84,200,7.16,0.25,6400,7618.546769,4.3469748482
150,300,2.57,75,3.79,225,4.74,-1.0,7200,17.27008709,1.2514440889
600,150,10.8,150,10.8,300,14.05,-0.25,16800,146.9943244,1.7093949339
400,400,4.65,200,6.42,200,6.42,-0.5,4800,429.7680965,2.5908250685
800,533,5.43,800,52.21,200,5.68,0.25,28800,9339.950566,8.4159861435
400,160,7.2,100,7.2,400,32.0,-0.75,6400,1708.259809,2.6690652627
500,1000,6.79,750,54.47,750,43.42,-0.75,32000,17610.78067,2.8004071758
320,800,9.29,800,25.68,200,9.29,-0.75,6400,4374.987172,0.7835655263
400,200,1.67,200,8.63,200,12.32,-0.25,16000,90.07756591,2.2035263236
900,450,36.0,225,36.0,675,36.0,-1.0,23400,4287.776,1.9696114343
600,600,24.0,300,24.0,300,24.0,0.75,2400,14212.69259,1.1040463907
100,300,1.44,75,2.41,225,6.39,0.5,6000,15.93966011,0.903779877
300,100,2.57,75,3.79,75,3.79,0.75,7800,2.452522941,1.28061687
533,800,3.84,200,13.79,600,48.0,-0.5,4800,8387.5109,0.7505573564
400,600,5.14,450,21.08,300,8.53,-0.25,20400,1131.720175,4.2560826945
167,500,9.0,250,15.39,250,9.0,-1.0,14000,339.6622913,2.8980005433
240,600,2.23,150,9.24,450,29.37,-0.75,12000,1584.693817,3.4137248832
800,800,14.4,200,14.4,800,25.68,0.75,16000,870.3573494,0.513900858
700,280,2.33,350,17.68,700,17.32,-0.25,9800,2635.7587,1.0185220396
400,1000,11.61,250,11.71,750,13.03,1.0,8000,629.320622,0.2040246968
100,400,16.0,400,16.0,100,16.0,-0.75,16000,528.1549305,3.0246930825
400,114,1.92,200,12.32,200,12.32,-0.75,8800,348.6395715,3.1727962729
1000,400,11.61,250,12.63,250,12.63,-0.25,6000,1873.399263,2.4931917279
500,125,9.0,250,20.0,250,20.0,-0.75,11000,1083.878306,3.1213343857
700,280,6.0,175,6.0,700,12.16,0.75,2800,884.8524979,0.1053244843
300,300,2.04,150,4.82,300,4.11,-1.0,10200,45.80657128,1.5682560229
1000,333,40.0,250,40.0,1000,40.0,1.0,22000,4498.691878,0.8274673904
400,114,1.48,100,7.26,100,7.26,-0.25,13600,12.94975906,2.3501205916
400,114,2.72,300,24.0,200,6.42,-1.0,12000,797.5073499,4.444196641
700,280,2.93,350,20.26,350,20.26,-0.75,14000,1965.660967,3.1673450691
600,240,5.14,150,7.03,450,6.16,-0.5,2400,1099.828012,0.4797797458
500,200,2.81,125,9.54,500,8.68,0.0,5000,204.6222751,0.2824717638
300,900,4.32,900,68.68,450,17.76,-1.0,36000,12839.51414,3.8180159175
700,700,4.75,175,11.42,525,32.33,0.25,1400,8638.868516,0.1441508781
700,350,6.0,525,9.12,350,6.08,-0.25,11200,2221.092805,4.521438807
167,500,3.4,500,34.47,375,16.18,0.75,6000,8719.101865,1.9087842419
120,300,1.11,75,5.45,225,17.17,1.0,5400,113.101731,1.3010332338
400,133,3.43,100,4.68,200,7.16,-0.25,4800,50.05862468,1.0556563078
467,700,12.6,350,12.6,525,30.39,-0.25,5600,6128.912463,0.9550236924
700,175,2.93,175,2.93,175,2.93,0.5,16800,8.363320674,1.5747658087
700,700,4.75,175,6.91,700,25.05,-0.25,21000,747.6243481,1.5200944563
1000,1000,4.19,250,4.34,250,4.34,-1.0,10000,330.7809432,2.740512417
233,700,4.75,525,11.05,700,27.63,0.75,26600,1069.80608,1.2037250065
300,200,3.48,225,13.86,225,16.34,0.25,2400,2233.796355,1.4769375992
400,114,2.25,100,5.79,200,10.11,-0.5,11200,37.2261344,1.8763255343
200,700,12.6,350,12.6,525,36.2,-0.5,26600,2099.431516,3.2582823813
1000,1000,4.8,500,25.26,750,26.84,0.25,22000,2751.646448,0.9683175523
400,100,3.43,400,15.79,400,9.89,0.0,4800,4510.77853,2.5304326084
800,400,32.0,400,32.0,800,37.47,-0.75,24000,6569.989016,2.0170075882
800,533,3.84,600,36.95,600,36.95,0.5,30400,3347.558015,1.3910372219
1000,1000,4.19,250,5.26,500,30.79,-0.75,22000,807.5793243,1.8112347317
800,800,3.84,800,16.84,200,3.84,0.75,30400,1342.299682,5.822190175
350,700,8.13,175,9.49,175,8.13,-0.25,7000,232.6843466,2.0705096005
300,120,5.4,150,7.58,300,5.4,0.0,9600,55.66151151,1.2246197787
500,167,9.0,250,10.79,125,9.0,-0.5,14000,243.5790465,5.0977072621
300,150,2.04,75,2.04,300,8.53,0.25,1800,83.00980915,0.1911612644
240,600,5.14,150,5.14,300,19.58,0.0,21600,156.7589791,2.8626731422
600,900,5.06,900,52.11,450,6.16,-1.0,34200,6746.434004,3.6632002376
900,900,7.71,450,29.37,450,29.37,-1.0,14400,7355.134879,2.782257837
1000,333,18.0,500,34.47,500,34.47,1.0,12000,5142.347847,1.0213165719
300,100,1.26,225,7.22,150,4.26,0.5,9000,61.96578389,2.5721550219
400,133,3.43,400,23.16,400,23.16,-0.25,7200,5449.035607,2.5390997818
800,320,3.84,800,61.05,200,8.63,0.25,28800,12008.13412,7.9631916514
700,700,12.6,175,12.71,175,12.71,0.5,4200,728.9049225,1.3178317492
500,167,9.0,125,9.0,375,24.47,0.25,4000,874.6539609,0.7490580597
500,500,9.0,125,9.0,125,9.0,-0.25,3000,439.8654053,2.2013345424
900,257,4.32,225,15.51,225,15.51,-0.75,27000,208.3445038,3.1488412896
333,500,2.81,500,34.47,250,4.34,-0.5,13000,4853.243805,6.8097392503
225,900,10.45,675,29.13,900,68.68,0.25,14400,27817.50192,1.5098483625
300,300,2.04,225,3.08,75,2.04,0.0,10800,27.41593481,6.0986477696
1000,286,18.0,250,18.0,250,18.0,0.75,14000,411.6195858,1.1993480746
600,200,6.97,150,6.97,600,10.42,0.75,1200,2155.710108,0.0957242043
300,150,12.0,150,12.0,225,13.86,-0.75,3600,807.7227247,2.1024473517
1000,250,6.79,250,15.39,250,15.39,0.75,22000,138.3895662,1.2557984749
800,200,14.4,600,39.16,200,14.4,0.5,16000,5276.369306,4.4581459068
500,143,2.4,375,17.57,500,17.89,-0.5,17000,1287.180635,2.2809875302
1000,1000,18.0,500,18.0,750,32.37,0.5,24000,2124.146992,0.8581563073
280,700,2.33,525,14.92,525,28.46,-0.5,9800,6103.423511,1.7981009352
500,500,4.29,375,4.29,375,4.29,0.25,12000,220.4964016,1.5524578534
900,450,4.32,225,16.34,225,16.34,-0.25,23400,210.8163228,2.3872680836
300,75,5.4,75,5.4,75,5.4,-1.0,6000,16.26222894,2.6958577644
171,600,2.23,150,9.79,600,21.47,0.25,15600,752.807524,1.9888530233
500,125,1.67,250,18.16,250,18.16,-0.5,15000,553.3968172,2.8086895684
300,600,2.23,150,2.61,600,28.11,0.75,20400,734.5239397,2.7256350664
120,300,1.0,225,4.74,225,2.25,0.75,10200,24.13382366,1.4751053116
500,333,2.09,250,15.39,375,24.47,-1.0,6000,3071.652402,1.9948617668
900,360,7.71,450,19.42,225,13.03,0.75,16200,971.615063,2.6025953292
500,167,1.67,500,16.05,500,16.05,1.0,14000,902.5349466,1.0296973808
1000,400,3.71,250,6.18,500,28.95,0.0,6000,1756.411328,0.5265702086
133,400,2.72,100,7.63,100,6.16,1.0,12800,6.177051432,1.1101819034
300,300,12.0,75,12.0,150,12.0,0.25,4200,114.1492746,1.0773763352
86,300,2.04,225,13.03,300,3.0,0.0,6000,352.5591357,2.0500524485
500,143,9.0,500,28.95,500,28.95,0.5,6000,10843.45821,1.4082175273
700,233,3.94,175,4.97,175,8.84,-1.0,7000,182.4650785,2.6293702717
143,500,3.4,500,12.37,125,5.86,-0.25,8000,1012.757404,3.558547123
400,400,1.33,300,21.79,400,29.05,0.75,2400,9599.898471,0.6583301108
800,267,32.0,400,32.0,400,32.0,0.5,30400,1337.134031,1.3575021363
800,320,3.35,600,12.63,600,12.63,0.0,8000,8600.423929,1.9872247672
1000,1000,4.19,750,13.03,1000,76.32,0.75,28000,11241.57126,1.1174541421
171,600,2.51,150,5.37,300,5.21,-0.25,20400,18.20784512,1.3118320885
1000,667,40.0,750,40.0,250,40.0,-0.5,28000,13275.95178,4.6763383294
400,100,2.25,400,14.32,400,20.21,1.0,6400,1484.027544,0.9277266416
500,143,2.4,125,4.01,125,4.01,-0.25,4000,77.4500172,2.6555440459
800,400,4.5,400,20.21,800,52.21,0.0,27200,5236.897897,2.0139001411
667,1000,40.0,500,40.0,750,40.66,0.0,8000,29955.64489,1.102767559
400,267,2.25,200,16.0,200,16.0,-0.25,10400,344.4196826,2.3033513537
333,1000,40.0,750,46.18,500,40.0,0.25,26000,9555.329342,1.9270774816
300,300,1.11,300,19.58,300,19.58,0.75,6600,1124.431148,1.1615668694
500,167,20.0,250,20.0,375,24.47,-1.0,5000,5067.834098,2.2176348776
